19
924 838
189 109 -946
788 656 -872
417 187 344
462 537 739
584 307 50
692 798 670
416 324 862
200 641 316
53 67 -416
356 802 399
322 632 -168
223 476 -88
607 445 144
208 720 745
777 771 522
648 665 148
499 418 529
606 395 606
132 379 531
307 801 178
207 487 -186
732 659 -533
545 246 354
195 173 595
174 153 -383
223 119 44
430 235 954
290 327 616
405 398 -313
482 589 730
216 285 442
33 509 -699
789 216 736
559 704 117
341 181 814
68 679 122
94 398 -321
645 524 929
702 109 -582
653 466 -791
775 627 113
758 665 865
500 98 879
129 240 334
563 644 -594
592 620 621
425 534 -930
211 472 611
31 284 -109
4 597 -823
21 789 926
783 51 23
77 150 397
189 770 688
291 28 -336
727 114 20
511 287 455
662 316 -311
349 317 -941
275 92 664
64 632 346
744 709 24
354 190 -478
370 557 -969
751 269 828
411 165 -251
634 361 850
561 332 -950
115 138 -917
721 141 102
136 652 470
71 702 424
617 671 -308
471 744 -281
510 111 596
597 775 -512
470 480 -51
499 429 208
607 21 278
599 91 201
171 661 33
766 442 392
210 611 -742
117 738 541
162 164 -569
550 89 124
606 62 648
241 347 -946
250 708 -151
480 451 -217
713 458 -125
737 371 -187
357 795 -818
295 26 -171
675 86 -249
697 421 -406
72 307 -577
44 450 976
295 220 -711
94 594 -680
398 648 -100
57 245 -295
746 483 789
61 6 -647
554 223 -576
697 86 -565
541 197 160
179 57 -617
38 388 -918
661 165 911
637 220 -489
735 739 646
232 49 984
236 300 975
446 436 433
685 303 294
399 68 -592
354 377 161
272 220 943
664 235 -535
511 540 -679
253 704 518
754 730 -370
373 432 388
745 232 915
391 669 383
157 403 456
96 714 605
774 644 -127
444 458 879
15 255 854
450 767 653
575 369 241
641 347 -60
786 490 970
722 757 -390
349 243 485
585 790 520
255 307 -588
576 208 -790
383 9 758
399 582 -410
132 390 42
779 125 106
234 56 525
617 190 859
462 712 647
642 710 -574
231 773 -483
208 39 -961
20 260 -277
430 704 451
152 666 -512
743 679 743
315 57 -902
734 573 672
766 146 -329
158 743 -330
594 298 -344
184 671 316
574 524 -579
159 303 -154
430 736 228
596 788 -708
222 227 127
419 224 -823
737 390 252
499 794 -3
336 145 681
326 641 914
97 453 -142
478 618 819
458 389 -901
387 795 -761
294 770 -334
238 221 -30
378 202 -168
99 177 926
33 130 245
133 646 -595
157 258 -50
262 209 -659
559 610 -616
202 557 -689
522 767 -897
351 756 -920
533 577 -723
780 625 979
304 238 -816
729 534 244
793 342 -344
429 579 -687
633 787 409
737 284 432
656 203 -721
761 397 -346
561 547 -922
369 524 -913
188 267 -485
690 163 226
322 186 -84
55 71 735
127 312 -524
35 796 328
722 552 -498
66 447 66
318 743 698
489 522 -579
697 754 76
646 331 -572
367 794 -900
583 649 -23
527 98 214
159 180 -825
778 660 159
580 540 -156
742 480 815
674 782 -526
5 194 -112
569 36 -125
670 664 -421
277 726 272
797 69 -253
363 494 750
745 748 -630
622 567 -572
776 636 364
68 239 729
12 542 603
168 700 858
35 583 797
222 16 901
360 140 96
191 481 -927
456 649 49
795 667 -79
47 164 -466
179 537 -878
637 197 858
782 20 948
385 620 -467
196 282 495
707 603 -176
542 54 -525
258 597 -561
501 167 550
720 363 538
603 265 -732
472 407 -284
188 729 733
647 336 -254
359 290 347
520 262 -343
88 777 827
422 294 -294
89 440 -222
762 313 -346
624 468 -39
582 116 294
170 344 999
575 787 -235
332 469 -508
651 647 -100
612 747 -600
368 293 -847
742 419 -118
255 225 186
350 51 -416
152 381 843
177 263 -386
289 536 -322
45 620 -630
537 770 809
468 73 213
627 92 300
226 377 -63
735 251 403
160 515 503
361 673 -953
70 107 -134
485 9 -602
14 75 698
409 677 165
281 233 711
243 664 541
98 99 575
238 636 92
341 456 -173
512 426 639
765 600 131
492 184 672
3 709 -531
333 30 406
605 719 -206
170 316 -851
313 303 624
811 803
90 743 -471
112 202 157
94 91 432
240 86 -670
189 123 440
702 103 -545
574 781 -124
218 339 563
319 717 340
360 773 -309
256 790 -528
496 214 -631
707 260 -259
487 117 -249
470 563 -483
586 114 -55
730 449 679
670 46 -556
749 791 737
14 616 -707
407 549 140
268 704 -263
46 300 -534
5 263 -752
562 660 -92
583 230 -24
279 361 -534
388 580 -657
71 624 194
221 522 993
495 691 233
278 10 -825
156 161 399
720 149 -598
35 517 -761
124 526 -310
385 515 605
347 728 -229
562 21 -82
1 632 -631
652 475 -70
229 582 528
718 101 538
484 25 927
59 276 -874
728 138 136
395 290 642
393 210 -209
80 641 -354
666 549 -823
156 792 -780
466 734 -799
632 310 -192
574 40 296
358 301 -352
184 235 -985
729 4 -670
615 600 164
456 14 -617
280 650 -215
439 85 188
810 729 -578
211 372 -283
139 493 368
724 643 -208
413 658 -367
100 519 219
463 811 195
342 383 167
316 435 180
646 270 914
788 654 858
745 362 382
322 699 -695
212 148 662
87 745 164
163 231 -512
108 145 288
533 13 -214
251 327 -356
780 139 897
752 496 -18
517 78 -849
464 16 -915
81 390 484
129 398 665
165 414 -644
633 501 12
82 260 734
802 577 -144
556 734 -432
753 332 -418
536 743 -336
113 75 642
734 306 -371
399 305 51
289 451 80
781 330 497
116 290 185
293 122 703
274 684 265
229 794 355
228 80 -329
553 565 -600
54 778 -900
662 85 502
134 721 892
761 754 180
184 217 -364
318 530 -961
254 66 988
451 263 127
791 235 803
433 540 926
657 417 -906
699 22 42
450 766 -965
520 614 527
272 313 520
518 390 -448
10 440 227
46 85 115
565 408 -495
741 232 234
783 728 318
15 301 -425
550 715 756
327 757 -810
410 13 66
363 235 622
447 436 484
796 184 392
449 280 -242
160 719 -587
552 644 562
151 95 -322
731 254 16
446 21 763
443 13 762
633 91 -485
236 749 -895
517 183 169
464 402 -732
583 708 -36
738 75 247
327 163 930
229 604 101
12 41 352
87 673 -640
568 291 -933
288 77 858
746 771 -694
174 542 -540
437 318 277
709 263 -131
513 312 389
79 355 683
353 235 -6
419 760 283
388 658 -732
348 778 110
255 114 -956
61 116 675
484 40 907
374 150 997
683 434 -65
31 344 15
362 747 148
760 211 -412
364 358 -99
390 520 778
352 717 -397
321 122 -450
568 103 634
326 247 885
803 693 -468
596 731 522
228 24 -686
761 311 -378
475 639 -753
189 575 -423
503 123 -776
100 84 534
273 460 790
682 303 918
359 13 943
543 466 474
799 805 69
349 406 608
419 229 -466
66 197 -895
53 427 -270
430 392 -418
734 312 988
583 666 -944
235 137 -670
429 382 -549
349 791 897
397 426 -844
655 139 -878
669 313 -613
579 766 -661
245 20 -54
34 362 492
799 484 -115
378 629 -602
779 114 -173
265 328 363
633 215 236
46 733 -38
603 490 226
323 20 554
205 418 761
409 386 -392
513 44 604
290 721 -626
431 686 -211
502 489 -905
227 628 -898
150 245 501
255 654 620
341 78 933
58 121 684
632 590 -147
811 7 -918
622 432 -972
343 457 447
798 696 671
699 293 -540
437 209 449
737 415 824
556 71 -968
723 634 -630
746 593 769
709 211 -613
342 410 276
718 240 280
77 522 -687
87 746 802
182 41 1000
576 91 -557
729 696 706
97 93 592
764 801 17
567 58 -129
317 459 -746
71 77 -294
212 364 -995
618 48 557
722 70 -344
497 436 771
93 361 -831
341 651 688
708 208 -61
178 335 565
208 147 185
693 179 -975
486 471 390
527 752 279
667 803 449
88 116 -347
646 669 -433
528 35 -499
5 537 945
776 398 215
426 366 -392
88 425 -920
740 510 765
247 140 889
108 194 -503
377 725 164
612 33 366
116 708 46
423 207 -242
265 688 -918
310 212 -314
544 447 164
199 77 -561
596 161 -744
404 743 795
650 135 -73
762 147 -383
449 43 -420
770 296 -115
267 615 509
586 201 208
259 659 -899
85 158 -149
619 767 701
702 26 360
570 566 265
425 693 344
802 600 236
557 654 647
577 93 235
358 536 450
507 241 -435
327 729 -693
580 152 806
431 110 -754
661 125 -574
39 316 -471
429 59 -442
97 359 1
341 457 -148
121 126 -877
184 139 129
756 734 27
139 299 -853
125 717 -66
68 705 655
544 283 161
196 312 -115
730 673 -759
808 105 -801
535 529 -651
77 809 -739
650 767 803
297 200 -425
111 92 -580
14 381 -436
562 743 -881
635 249 517
808 260 -533
105 339 -945
321 158 544
193 530 -257
641 150 802
221 129 705
388 178 -965
149 239 751
650 151 -865
256 484 -880
40 156 387
7 573 684
298 535 239
456 635 -660
243 40 -861
64 43 -549
592 213 700
356 233 -624
147 61 467
618 197 601
660 702 -975
455 766 871
72 481 -455
710 251 -594
256 116 -600
38 213 772
711 153 465
449 536 751
745 576 -912
705 521 376
593 163 519
265 386 924
538 503 787
217 382 -410
348 799 972
241 364 158
400 88 714
172 153 982
30 101 101
263 584 443
703 364 638
148 563 -565
159 489 -871
208 237 -307
439 39 407
555 484 -784
393 56 226
610 360 333
597 191 -878
462 252 -401
32 409 999
634 384 -356
605 400 370
81 169 690
236 784 788
544 520 647
399 205 771
28 149 -529
327 544 -667
345 640 -768
732 687 -786
279 238 -776
349 704 -153
103 697 799
196 263 942
800 616 -218
101 377 524
791 308 832
430 743 -693
533 455 377
564 592 259
700 600 807
116 642 711
226 397 -696
642 393 534
338 415 -651
389 531 -391
198 448 -399
106 541 970
733 583 578
42 607 193
436 189 370
539 91 113
695 412 -713
787 221 974
288 390 -895
5 291 -899
424 30 -635
155 674 -107
243 493 -848
497 662 5
7 476 -553
9 112 -249
706 490 91
610 804 943
231 367 851
10 174 -18
493 27 819
480 491 -260
601 774 -600
283 391 677
31 57 -524
788 315 -379
361 155 75
599 733 -922
392 353 466
50 549 -797
272 14 402
306 651 298
525 730 296
789 731 -232
587 34 480
625 234 -954
736 352 -875
485 578 611
204 491 -429
759 204 307
274 167 -39
690 391 -544
367 785 679
740 243 -979
183 215 539
671 209 -55
192 214 -467
259 233 528
544 126 384
86 635 316
226 209 246
407 90 -448
643 777 748
290 35 -341
140 615 237
465 298 -610
275 234 687
611 337 -871
387 44 -841
735 379 911
774 140 509
45 277 695
22 72 -428
475 551 -767
26 308 -405
750 29 -497
579 789 -693
752 254 -371
54 473 -315
365 542 500
803 332 64
634 440 398
759 645 625
591 622 -852
705 47 218
25 305 -319
85 586 8
414 689 454
205 111 819
224 441 127
266 658 933
372 712 553
741 291 -300
438 566 -744
657 523 -674
60 299 750
540 460 338
147 24 -324
494 189 -411
476 311 -877
367 774 757
102 306 105
510 317 -206
354 24 934
611 487 791
390 401 410
624 800 336
280 247 -61
470 194 678
94 653 -443
363 377 713
476 311 -34
368 243 -701
452 490 -995
489 736 893
450 31 -897
231 373 -397
95 623 318
569 520 -511
468 584 861
150 683 -5
218 142 -818
83 705 -536
800 425 261
155 803 -646
146 160 -777
555 341 906
90 131 343
689 771 656
525 654 -621
370 91 830
506 649 750
461 59 780
3 205 853
83 433 390
81 341 718
580 461 -776
499 609 499
544 11 856
132 667 -26
98 168 58
694 771 30
531 88 -573
738 464 -886
208 179 633
33 561 -957
437 407 -430
100 670 555
526 597 -582
442 399 697
117 200 884
285 475 936
696 432 765
116 418 -725
335 64 -49
45 420 -637
629 298 -654
590 133 -445
280 475 153
588 139 -905
799 683 -629
42 785 995
770 567 -875
191 373 328
760 627 220
57 138 283
492 384 902
139 374 -390
619 567 -858
439 730 244
191 602 873
723 705 -246
652 483 -993
46 507 -318
42 112 862
729 580 -954
328 457 701
449 756 180
162 534 -682
6 101 -424
493 79 562
455 137 778
39 210 605
59 620 318
298 22 311
550 565 337
20 27 186
253 225 -289
487 255 758
201 784 -985
229 367 651
488 158 7
543 756 403
686 138 -915
312 365 -712
338 241 -372
270 506 903
314 18 45
86 88 818
746 156 -845
586 99 -656
595 179 -540
662 265 555
597 4 -171
784 590 144
285 660 -887
250 121 340
145 250 -416
662 800 595
161 806 -21
592 46 -949
142 802 883
220 547 -300
571 121 414
116 729 -780
529 515 -909
86 390 377
90 619 581
34 246 971
57 2 842
19 512 -383
191 539 -16
273 599 991
153 206 551
633 386 853
157 724 374
700 557 -733
170 810 193
604 639 909
512 709 889
290 178 -556
90 266 -57
759 378 -176
524 21 -150
328 356 -537
303 481 -593
249 501 547
169 291 75
598 469 187
560 45 -652
65 44 -427
526 728 -237
750 718 -515
288 801 976
440 226 -430
63 119 -409
518 717 -133
588 559 -62
354 479 -425
373 17 465
446 559 -432
103 709 399
190 375 -736
810 174 -226
550 480 -470
534 76 611
528 619 -583
795 400 984
447 319 798
505 620 272
241 706 -915
255 175 -652
586 290 -120
368 802 238
369 413 -778
306 148 35
674 214 321
568 112 608
741 772 482
534 294 966
470 19 -726
71 568 -83
265 671 892
104 412 846
182 220 422
66 317 440
701 672 -202
773 323 21
177 746 864
115 131 438
232 178 991
119 192 -781
25 238 -990
237 541 457
657 468 53
720 5 -516
1 186 167
771 415 -413
636 62 247
402 453 -980
571 759 -924
257 56 -267
766 122 978
367 109 -501
316 661 923
529 17 -548
505 3 413
63 460 669
682 326 -196
623 427 -89
724 157 -519
78 484 -323
306 276 -556
418 702 -709
180 169 -25
208 354 -471
664 134 -581
28 299 -882
529 16 796
585 185 321
672 378 -587
520 219 687
656 422 814
677 361 763
788 34 -984
513 92 116
35 521 590
450 491 116
804 418 -437
153 253 958
606 720 123
468 641 -404
415 413 -331
59 504 -857
579 681 761
42 31 -211
141 556 42
190 326 327
573 545 734
72 414 -980
524 626 755
598 620 240
606 533 69
546 723 -499
15 66 -944
503 52 -900
796 723 684
403 604 597
322 635 241
760 163 -706
239 611 -746
772 250 295
477 47 167
195 729 -749
691 732 -386
73 46 -208
333 678 -89
353 570 5
755 653 121
31 27 996
341 162 -572
672 501 178
177 274 -517
237 628 864
800 362 -306
260 467 480
455 614 -25
75 752 817
610 326 -137
119 475 770
95 104 866
760 527 479
142 445 580
250 514 -36
277 125 687
37 295 -435
553 255 991
481 576 -899
392 318 -797
26 596 -446
308 686 419
298 70 590
177 332 110
770 353 -38
757 538 17
811 130 221
44 159 956
662 508 -256
619 765 -465
209 356 228
735 656 -961
683 329 409
567 499 -976
381 387 -209
167 51 -74
460 543 266
203 285 436
545 548 644
722 187 -795
774 63 420
578 82 303
789 619 480
711 195 -449
802 261 794
384 41 327
61 243 174
298 721 302
675 720 767
627 244 907
211 124 643
412 632 -291
690 176 744
587 241 -165
279 313 -512
654 102 -606
755 135 846
497 507 -451
421 89 532
454 597 -58
474 19 399
624 209 837
118 30 535
663 255 -278
858 866
514 343 906
315 11 979
267 465 -569
594 695 653
812 597 -869
242 310 109
627 483 583
777 829 -565
349 254 -220
604 57 -129
348 435 270
133 476 -211
307 318 736
334 596 -992
719 484 -952
480 302 -518
134 792 -329
24 814 512
311 485 565
718 813 -180
112 177 326
757 547 511
34 222 -196
842 764 -696
673 204 -374
783 496 855
593 616 -408
149 288 -626
645 575 -72
756 588 -474
101 72 887
462 801 -600
125 391 774
542 838 917
426 140 76
282 90 -912
488 353 242
66 680 444
589 60 485
526 468 -135
62 186 292
592 382 -949
394 357 442
491 656 -481
458 550 -862
836 157 -890
517 467 -609
477 88 -73
721 827 167
301 437 -134
224 632 -801
467 830 682
617 819 -209
213 553 -918
97 623 -830
202 125 -944
419 323 537
30 804 -598
412 655 431
240 736 -923
296 44 -878
16 223 872
284 302 -952
125 643 714
690 207 -976
183 186 -478
514 463 843
338 382 509
697 757 -700
72 559 -696
319 715 -771
746 6 -36
612 123 344
329 386 -600
179 472 243
423 428 50
637 659 -117
362 415 -986
210 654 -450
338 466 -221
258 326 -360
133 684 -692
603 855 -496
451 494 -148
141 824 436
192 313 816
417 334 -219
14 630 -569
194 53 -446
107 410 -491
598 782 -844
321 490 748
478 220 279
87 712 -726
50 534 -465
573 685 126
362 140 303
269 283 -520
785 806 85
532 51 -616
328 139 127
850 752 -730
501 352 -402
478 170 610
623 609 -113
150 286 496
329 307 773
820 418 744
6 523 -885
752 306 -5
233 284 -455
340 77 71
84 82 200
417 22 -322
83 181 202
778 142 539
327 810 -523
759 273 394
86 297 70
753 647 -270
377 504 -454
410 445 703
470 700 -823
573 342 -622
667 27 720
222 265 -510
558 416 743
53 735 74
593 324 746
755 418 -334
812 279 781
679 240 -974
327 167 733
213 219 74
746 284 -60
712 839 621
140 794 -571
722 357 -179
524 286 -99
710 570 300
178 317 634
706 524 78
353 856 111
836 356 -357
526 708 -914
741 37 819
595 668 -465
829 419 894
335 376 240
737 267 828
422 687 -132
71 732 13
564 521 905
130 786 -311
6 832 -624
93 816 -639
606 627 -530
316 380 -557
71 357 804
643 287 -180
412 833 -61
603 853 573
361 743 110
724 667 -502
131 354 -542
423 525 675
751 727 -225
529 681 -857
797 792 431
359 675 -54
772 813 -79
185 734 -67
770 278 -305
80 263 -584
318 715 421
451 71 -962
546 68 633
312 274 -538
385 530 141
521 716 -988
394 321 562
483 29 -350
745 93 872
645 843 -431
314 467 -148
786 207 543
733 359 549
841 805 267
499 581 551
327 210 -684
340 400 428
534 423 -838
492 621 84
486 451 440
742 793 -363
727 38 -348
11 167 -649
237 339 -307
201 755 -153
135 518 -104
729 588 -521
232 167 -762
245 767 -101
166 333 -953
367 527 929
488 819 884
504 518 641
233 437 638
801 503 283
129 160 -222
578 789 -858
619 139 898
427 22 -273
162 676 433
287 532 -299
690 595 7
401 843 575
579 260 -845
112 124 712
518 58 979
315 291 406
204 724 -110
701 654 -297
712 349 -759
415 98 -772
297 429 -194
310 313 -335
197 827 607
529 259 -964
501 230 98
670 292 -532
719 115 -448
358 517 306
189 610 -610
292 173 -407
475 633 231
771 16 -673
495 821 680
220 701 443
719 748 -777
648 227 -991
463 609 -357
604 56 714
714 283 235
302 71 -697
365 325 -783
550 486 896
580 136 205
472 447 -557
241 769 -254
133 599 13
557 269 248
822 360 668
700 420 -475
693 830 -81
717 622 526
478 60 25
279 821 207
593 683 -450
362 65 960
483 433 987
51 368 -39
117 289 139
684 394 -16
562 391 -245
91 778 483
91 498 -223
220 388 -152
247 735 325
778 609 -167
300 801 31
180 555 401
504 604 856
70 754 651
287 232 826
616 13 -13
413 176 746
135 235 285
472 403 -971
52 144 173
5 554 361
857 622 -721
318 808 -879
280 238 -207
542 182 624
373 355 76
391 219 -569
849 309 -812
674 840 2
602 630 -134
15 47 -923
276 571 719
490 428 -542
214 419 880
349 619 551
719 77 46
2 617 -303
440 732 -285
66 406 87
55 453 -244
486 24 859
520 208 865
532 378 -717
135 553 158
840 604 783
96 308 329
701 592 60
54 272 793
502 524 -846
483 435 -348
329 370 -263
514 333 831
400 39 979
212 840 -345
699 459 -672
391 315 799
670 386 -194
102 507 -312
704 749 255
816 854 -133
137 468 -323
730 342 870
555 767 160
388 430 792
514 722 -253
769 689 -252
567 524 -108
580 415 394
558 273 433
554 396 269
825 20 157
767 12 -978
170 108 861
538 129 -131
783 210 959
315 288 488
15 549 -362
619 152 -571
620 6 -488
822 579 16
3 233 196
140 856 261
366 453 397
754 198 -459
535 337 613
541 533 -692
24 579 -765
491 57 165
196 711 172
663 118 -287
249 439 360
827 148 174
649 744 787
572 241 -490
497 246 973
635 440 -344
247 24 256
513 789 502
424 546 911
254 354 428
622 505 800
625 792 83
138 345 -186
641 411 468
400 269 22
582 300 -779
102 413 -79
425 721 815
554 90 599
175 142 -512
586 633 854
103 858 -992
837 608 -803
234 355 621
796 20 496
725 460 -434
333 690 928
476 474 -298
698 826 801
845 679 -102
609 792 672
163 325 602
732 810 579
798 806 764
416 353 750
80 614 150
175 858 224
652 445 116
373 110 491
242 184 -919
828 858 -175
775 743 -976
19 389 -563
460 400 -95
566 840 -590
59 156 646
498 7 -961
606 221 -83
595 730 589
352 622 495
98 405 924
233 137 -831
270 667 -571
446 614 743
699 426 -896
530 81 119
743 273 -837
69 110 927
161 761 -17
747 326 -886
639 254 777
114 193 79
821 622 -93
515 244 -654
814 788 -665
106 525 435
60 769 336
352 847 204
317 111 930
393 219 -795
635 534 569
367 805 -827
519 701 441
72 515 250
93 513 310
485 228 -640
477 398 -561
444 272 99
660 115 -31
510 81 188
842 86 938
154 484 -51
533 121 268
308 808 916
513 404 -952
118 711 -696
704 582 904
184 858 752
445 586 -973
518 196 819
767 519 -248
729 315 -788
831 827 126
306 783 452
213 492 -31
175 145 -335
636 655 488
601 603 240
535 75 -380
144 413 699
531 474 499
580 392 204
562 613 372
349 713 -192
356 354 -129
339 128 -826
196 207 -771
87 690 715
193 391 -921
431 417 -352
126 148 -294
418 131 996
433 251 -220
799 766 963
538 19 -826
195 72 591
76 849 -353
551 39 280
142 258 592
612 285 -658
484 783 903
592 350 -57
85 166 921
362 83 212
277 490 633
829 475 -16
305 42 -555
258 735 -507
512 855 204
168 774 -971
7 185 -858
56 302 -281
377 71 -443
252 23 -894
87 459 -47
230 430 270
535 844 667
266 16 -207
631 566 310
136 443 -80
797 821 488
636 431 838
177 218 338
255 244 -160
736 750 186
485 561 224
167 479 -643
828 119 -983
296 89 -496
469 491 -796
604 216 -331
719 607 909
514 612 195
77 767 -808
783 346 -21
14 132 301
291 26 -953
194 679 -799
410 7 192
648 671 -743
703 396 -492
283 600 524
203 173 -224
451 598 716
835 428 -188
169 92 1000
120 411 -934
114 835 -408
790 716 -367
479 10 420
705 387 342
337 689 161
442 823 902
127 453 711
420 81 -636
707 366 -225
348 850 754
174 207 629
185 83 936
672 701 376
306 427 924
664 65 539
420 285 350
837 398 320
357 316 -643
14 298 -30
499 785 699
235 451 376
402 179 259
810 274 709
233 784 150
422 512 -366
787 240 233
629 355 -407
182 75 779
789 310 -676
375 724 -990
4 416 -835
604 504 571
734 54 33
431 503 575
781 315 671
330 222 -929
232 525 -870
394 120 793
644 392 581
726 538 533
763 835 -28
314 83 -602
235 184 41
850 765 -30
706 793 -822
708 788 -948
845 523 -110
106 318 -88
790 329 575
746 269 270
204 820 -134
741 229 641
534 549 -549
92 17 -944
748 753 -339
783 199 -265
229 294 852
177 48 373
266 359 542
181 78 -115
182 626 747
843 140 94
814 757 951
665 659 -750
275 611 -125
300 397 448
765 828 -555
512 63 648
15 104 -999
562 416 -866
6 20 60
597 317 625
692 99 -949
664 451 -986
15 10 917
779 436 734
41 35 911
245 773 558
591 691 -545
848 319 615
645 17 486
816 162 45
251 358 -180
131 24 -811
418 857 -966
832 23 -547
407 433 -108
236 690 -906
175 394 -612
417 43 602
88 308 239
785 643 814
715 309 -320
763 143 -921
162 201 -641
545 446 260
290 697 81
174 591 18
856 692 983
855 43 703
530 236 -64
438 651 365
142 513 592
716 239 956
686 538 -611
221 466 804
541 719 276
335 72 -690
835 657 550
202 758 -703
267 87 1
296 30 995
78 273 601
577 333 623
127 64 828
786 374 -763
12 127 917
292 183 62
256 321 -599
760 104 -863
259 224 -892
277 570 -458
660 202 -803
302 213 -591
744 23 -13
197 80 -86
809 553 401
840 495 481
790 505 484
653 227 278
777 97 -796
735 731 -961
369 712 946
174 493 569
82 743 491
841 65 -23
804 803 752
240 389 -2
844 823 432
539 646 -583
845 591 -431
198 585 903
805 453 142
534 322 529
41 97 867
690 627 -741
613 631 611
587 221 -471
381 470 -39
75 681 -23
408 831 586
794 279 -197
582 293 348
405 145 594
277 243 646
389 590 -268
514 302 -164
261 533 279
570 182 -574
648 288 -245
831 119 -710
529 63 771
747 823 250
540 811 904
314 784 158
21 662 -846
496 326 -467
447 738 -728
823 844 113
558 349 -459
496 317 255
542 614 243
410 835 -749
620 705 -352
706 805 -871
238 498 -443
2 270 793
447 51 -232
636 227 442
396 292 430
523 144 559
634 620 -671
490 623 834
636 501 -516
794 66 -911
686 561 965
149 402 579
787 462 -718
643 198 -83
281 492 175
595 771 -967
666 109 -635
312 650 -885
324 443 350
270 463 -261
284 639 -724
167 409 -938
557 674 -812
68 740 16
579 412 -294
752 462 -239
500 94 -693
658 578 923
452 506 26
416 164 613
680 130 820
515 771 656
632 96 134
829 835 333
459 725 -586
105 66 686
95 146 -278
222 524 -203
268 236 345
321 445 540
45 86 -632
16 224 -903
552 235 -929
845 317 626
525 551 -708
630 400 999
391 720 920
795 191 -810
257 814 981
136 107 197
738 359 -566
447 338 305
782 829 -574
290 393 602
87 552 -210
532 768 482
377 238 341
268 648 -317
792 564 365
661 666 863
456 617 878
855 700 -451
197 158 -184
249 604 -741
142 269 694
625 790 -527
484 437 706
160 577 -680
532 163 929
235 9 945
634 268 -556
43 818 623
403 131 -300
428 21 -288
443 498 965
156 314 -958
299 267 -705
168 69 -239
218 804 -142
109 709 408
479 643 -731
646 125 -444
446 149 -543
71 505 -579
30 397 498
336 98 -454
462 756 -996
279 266 793
88 761 -740
63 14 801
244 311 -800
162 665 831
481 731 -241
703 172 -401
128 703 618
15 707 76
737 606 574
296 321 -655
587 612 356
592 362 55
485 312 -173
157 496 -843
596 624 -701
379 319 569
758 299 -431
264 854 -38
406 413 -444
471 215 -114
53 221 439
274 213 118
312 786 -531
183 262 652
857 670 -415
605 527 -597
231 16 -341
820 757 270
441 828 -334
39 764 417
636 354 -777
502 562 479
237 484 609
838 552 -449
811 251 -931
721 15 783
138 2 -487
304 96 -881
638 816 398
732 104 606
497 812 -931
127 73 -871
600 197 -908
286 749 -605
274 160 -84
503 599 -431
305 780 733
156 415 -96
681 534 -346
588 756 169
388 405 860
168 564 -624
826 693 -110
268 421 -120
680 318 778
503 554 -176
107 588 -521
216 24 639
567 858 -904
755 105 796
170 701 227
610 282 180
218 571 203
181 623 971
205 363 -711
39 100 951
234 108 895
438 45 -334
43 270 989
516 755 305
419 632 349
419 124 640
460 375 571
589 336 -954
41 31 948
286 254 -954
666 447 -879
293 251 366
564 845 -215
4 179 155
121 571 -228
662 433 -630
348 714 930
591 673 802
500 178 113
249 344 -17
863 847
221 400 913
685 602 -1000
342 28 -787
28 297 194
622 246 -370
579 289 758
797 353 61
318 757 -15
257 394 -930
443 796 -927
826 50 -805
426 59 -956
554 584 -314
97 91 344
243 623 771
554 793 690
813 208 -105
554 40 5
294 72 -468
112 319 863
426 480 5
478 680 -994
833 449 599
584 359 -541
411 734 -646
657 593 394
673 660 100
746 580 825
201 60 945
480 853 408
277 647 -668
193 587 77
33 780 -509
285 327 64
413 439 632
542 443 882
319 167 705
789 679 328
735 431 -742
457 205 748
1 323 -753
279 720 -733
689 593 -801
155 125 -95
108 101 893
655 756 265
86 829 654
346 500 -745
163 317 -33
62 72 -396
702 81 -773
474 374 712
366 43 -789
108 401 -942
740 607 98
136 374 -323
121 834 -343
466 264 821
512 725 960
290 45 -47
745 78 314
523 769 330
461 617 -648
660 540 -598
168 637 -555
702 217 920
498 190 -740
643 658 -647
441 243 -611
682 106 12
592 783 -296
776 713 -899
439 581 -620
104 825 -905
831 395 -805
388 208 -169
466 635 591
63 423 33
425 316 -947
544 664 -107
342 28 -291
358 33 -286
533 697 102
863 384 -954
51 418 -341
708 416 696
652 309 -321
349 637 756
148 613 -228
473 394 841
212 413 -512
19 672 -190
255 189 -226
740 562 -619
832 635 149
759 326 710
330 353 -517
849 506 -906
267 811 -524
37 483 -28
597 352 3
672 282 -30
259 554 -432
218 183 -751
98 830 567
216 857 229
88 142 -698
848 490 392
161 174 -271
121 846 -709
180 12 778
1 190 614
421 723 95
251 361 -344
705 226 646
801 734 -344
446 35 598
723 729 -81
64 405 115
315 41 66
269 448 362
500 79 951
58 389 -393
422 614 650
185 775 -875
253 236 -94
345 422 -397
9 218 -464
244 420 651
37 602 -671
318 135 522
124 99 607
681 534 -372
540 531 293
528 57 -919
664 696 608
69 681 -591
439 333 451
181 85 226
365 255 924
74 849 -846
372 221 -763
322 595 -866
110 269 173
713 269 231
110 86 -773
564 28 417
263 624 -315
479 531 -699
414 761 597
485 265 545
237 802 -796
181 715 996
293 748 -739
160 614 142
450 161 630
672 632 701
342 723 -840
74 539 -769
367 46 -489
346 789 729
282 161 -353
58 85 -248
653 582 272
775 852 -467
249 147 486
319 715 -351
798 432 -39
374 308 786
389 796 -564
288 350 830
657 10 306
292 509 162
612 677 878
472 94 706
662 760 -400
18 535 -127
385 617 -191
689 608 262
568 183 240
175 94 -420
442 415 365
359 223 -133
843 109 770
621 166 -176
