817 2445
154 744 17
15 270 480
636 142 35
523 283 529
32 665 500
774 7 368
630 569 936
600 199 121
539 463 968
806 297 256
535 755 948
112 549 752
293 269 517
814 787 433
687 86 413
563 689 751
426 520 894
642 756 931
657 221 811
108 707 246
637 620 975
72 305 580
336 444 3
760 107 989
108 224 561
656 609 736
250 514 744
654 18 511
643 509 894
174 710 352
260 425 358
551 277 426
670 66 587
298 506 356
64 485 778
289 810 247
606 201 900
350 544 221
95 464 949
64 506 718
112 815 446
89 648 682
249 703 876
300 235 947
223 554 642
625 243 326
447 329 968
285 243 422
9 695 727
457 580 47
222 337 69
130 15 456
432 142 654
262 184 851
42 92 483
122 817 496
266 615 653
467 186 637
732 700 323
40 619 960
15 24 586
371 275 191
557 729 647
53 622 879
87 737 207
294 128 200
228 481 34
685 161 176
477 381 260
612 304 355
416 363 236
501 751 347
666 121 493
232 91 651
303 737 646
167 238 488
461 622 823
85 541 872
486 498 760
598 161 846
780 649 685
583 399 820
653 808 783
218 671 334
526 89 706
559 439 695
628 270 407
521 390 256
784 530 804
594 398 849
205 58 960
259 607 769
803 644 343
803 233 45
610 102 118
703 573 906
670 253 522
486 130 633
444 554 441
290 648 719
390 417 487
611 253 992
671 58 684
755 788 791
170 660 647
672 727 225
274 225 443
416 782 825
492 817 735
749 666 715
81 122 221
380 506 370
384 287 503
802 666 549
