18
830 1726
429 296 609
252 361 357
18 735 664
208 288 216
619 898 56
882 164 276
473 52 129
193 644 450
10 714 336
204 269 329
115 499 850
201 115 521
688 312 219
858 882 778
630 87 347
619 895 678
364 794 383
538 590 879
548 212 786
805 215 867
694 395 74
452 118 871
296 102 200
705 256 456
735 480 993
710 876 153
234 618 452
733 822 558
45 402 231
318 484 523
19 54 670
474 300 265
687 246 188
510 791 230
661 476 835
415 741 593
186 657 589
394 756 47
892 167 595
739 774 377
283 589 264
369 23 850
517 313 965
658 133 684
762 532 934
847 38 616
824 166 650
457 315 542
194 588 610
103 738 346
5 25 367
623 477 473
291 213 383
512 821 657
229 680 291
310 546 797
817 7 630
348 209 910
738 486 878
703 597 956
137 600 460
826 223 492
378 360 23
160 802 421
177 516 662
541 397 766
595 662 498
858 230 86
577 171 40
241 865 183
43 590 572
121 766 538
745 703 758
149 518 514
720 180 209
480 10 80
848 179 324
736 624 868
127 420 657
107 230 875
691 806 880
534 58 975
64 444 541
461 778 641
582 718 592
464 796 441
606 290 390
876 458 602
246 894 362
464 283 477
608 194 7
9 719 222
567 631 293
222 696 198
752 664 29
70 280 120
404 16 805
477 430 151
359 378 483
207 786 494
35 772 850
208 389 8
813 529 20
770 869 922
642 51 816
357 664 760
674 745 782
413 484 395
465 2 309
218 797 56
833 686 640
678 668 982
232 294 84
648 149 468
427 878 826
661 163 721
407 277 62
314 505 60
898 730 443
561 717 952
623 548 265
206 720 45
448 180 200
624 467 837
294 174 3
825 379 454
839 627 37
220 621 164
620 312 419
56 496 14
870 220 440
900 154 372
116 505 300
490 797 771
96 104 853
471 831 478
20 692 50
607 174 397
420 663 695
351 193 514
492 696 683
135 312 333
856 75 426
701 7 799
400 71 974
816 40 886
49 162 543
740 249 862
560 547 529
566 899 395
712 853 972
635 690 223
106 190 821
107 686 760
494 590 477
494 452 302
203 542 119
644 193 477
827 140 247
246 216 816
477 729 950
310 797 486
521 605 280
754 575 224
307 47 475
723 380 618
233 768 14
383 695 170
670 471 629
76 386 322
802 466 105
782 297 22
500 599 673
764 340 48
78 861 911
389 141 207
623 406 991
816 632 726
68 575 964
554 570 791
472 104 20
225 846 805
552 844 596
582 363 918
468 256 535
619 473 312
741 377 481
483 100 267
344 814 905
160 876 472
217 45 575
139 466 214
844 295 496
115 118 889
900 403 671
120 814 722
14 692 521
853 865 182
537 869 618
516 461 254
628 227 129
574 284 78
500 146 746
875 556 368
759 845 840
496 281 833
419 468 572
427 857 754
535 75 405
445 658 642
76 780 794
837 532 592
719 323 44
572 852 644
220 434 421
292 273 870
258 247 65
385 840 988
501 237 988
223 350 199
30 8 976
721 690 806
464 651 203
340 566 477
763 457 540
350 502 56
612 194 301
230 573 582
475 570 69
806 715 981
75 666 282
461 608 953
652 380 759
31 142 609
337 876 598
781 223 332
392 728 876
590 413 124
12 39 522
825 665 387
876 295 882
574 245 527
665 783 363
71 400 490
442 239 561
793 370 687
153 159 320
738 118 416
631 158 486
411 494 447
48 743 729
807 195 808
101 460 299
504 897 360
459 824 54
801 712 911
39 414 104
329 464 995
535 482 389
639 719 745
192 534 296
327 87 984
376 719 427
446 20 377
370 14 727
262 567 874
707 862 769
498 549 146
538 35 283
53 677 613
644 452 173
80 109 461
874 708 434
453 198 554
191 274 527
230 291 791
847 824 912
27 365 651
698 219 82
779 27 18
670 791 654
432 292 514
143 550 956
440 558 888
97 541 601
893 40 183
127 242 16
407 42 943
581 565 452
222 868 574
476 693 666
378 720 438
290 627 6
18 277 423
201 617 546
704 443 261
517 811 904
16 2 222
80 846 427
96 599 811
86 819 945
152 354 754
512 453 879
577 737 339
188 656 118
713 467 701
615 68 195
137 33 678
577 884 763
733 399 172
465 174 670
485 812 259
636 290 344
431 471 175
46 186 805
210 177 935
427 630 729
825 867 433
376 591 75
4 810 343
456 37 329
541 339 880
554 840 397
848 421 283
1 839 1000
863 408 695
152 336 248
662 84 147
494 237 897
350 70 199
13 210 847
595 123 881
71 292 305
694 318 275
898 515 180
521 34 374
298 156 280
899 678 990
219 86 841
270 889 511
660 421 938
727 802 687
600 95 803
374 449 336
180 50 221
285 726 574
513 728 335
360 273 404
332 590 40
195 594 796
541 850 799
135 356 16
879 234 792
417 337 955
659 368 291
753 22 845
646 639 892
108 51 481
754 101 177
667 244 182
787 200 662
165 873 615
293 745 102
222 271 668
259 574 676
763 67 8
194 265 160
897 557 647
678 32 241
273 387 51
626 294 645
663 831 664
723 721 600
367 122 703
277 723 732
391 566 158
101 844 391
379 858 204
353 447 594
673 479 587
535 83 31
624 783 634
262 224 739
713 661 858
505 126 906
501 481 193
597 231 749
754 634 562
278 657 727
451 632 861
84 276 85
371 829 836
859 269 629
324 179 113
203 529 642
816 283 798
136 750 23
619 820 35
101 537 605
188 875 997
175 555 887
297 630 987
539 214 844
57 337 859
76 114 834
854 648 359
421 458 801
852 106 185
858 716 592
257 385 892
345 448 569
214 23 157
781 514 10
882 578 960
110 648 748
649 95 855
279 498 802
446 593 686
663 497 456
155 621 908
11 597 105
587 863 642
26 75 178
23 854 261
852 271 327
81 817 382
410 420 29
408 123 604
377 200 90
105 77 218
54 67 836
318 373 813
820 878 957
721 581 991
248 675 915
332 658 809
452 184 75
51 163 587
623 454 931
263 87 308
802 454 403
83 892 145
123 56 427
639 527 240
607 633 127
240 440 61
588 96 162
341 637 574
188 639 428
419 212 556
773 498 619
215 520 897
243 678 442
498 108 674
112 626 445
149 451 527
607 597 604
314 798 806
203 312 105
680 264 919
262 566 516
570 708 327
93 469 135
488 447 729
160 258 359
689 396 741
226 552 103
531 201 800
483 629 366
382 174 766
740 426 596
251 299 484
586 398 491
276 551 950
97 268 737
47 113 34
399 668 848
402 696 780
677 207 843
329 685 686
633 358 572
54 221 11
613 455 90
443 501 504
269 872 172
355 222 526
212 252 680
294 116 53
137 222 255
277 341 392
170 210 369
704 621 356
900 586 850
128 120 772
238 425 533
607 236 650
611 59 200
81 577 609
20 380 789
404 276 492
177 199 513
479 280 599
48 410 622
223 236 101
867 830 91
425 558 816
730 442 481
37 651 882
831 582 444
528 770 71
767 415 109
634 162 174
868 489 203
154 34 617
65 818 96
155 721 860
497 843 670
600 505 817
676 689 900
441 681 693
848 67 601
544 822 361
96 635 107
151 900 851
278 644 894
144 467 284
31 565 642
548 207 270
220 459 164
552 428 449
63 588 263
47 477 225
612 439 870
626 725 42
98 749 748
358 213 459
50 166 548
660 457 614
371 368 607
65 264 275
648 235 581
420 312 727
23 544 737
854 835 370
826 294 462
323 62 422
174 70 174
293 608 525
2 824 346
408 702 123
301 437 843
511 840 140
173 579 933
79 63 911
234 887 494
447 821 364
515 381 447
785 700 333
504 517 391
538 859 980
806 126 277
788 506 79
90 474 917
494 64 971
395 477 258
377 811 896
744 133 512
310 880 232
816 514 916
291 678 695
419 38 79
34 62 977
242 197 791
336 543 561
26 633 109
615 180 540
707 280 239
616 230 144
839 150 766
528 842 508
177 349 176
726 45 948
58 417 490
242 18 662
644 747 874
282 603 158
826 507 272
868 503 641
1 601 331
608 839 35
782 231 416
504 15 107
116 411 390
97 766 224
214 72 91
515 407 509
653 762 682
258 582 52
824 151 846
811 47 186
356 891 19
857 634 386
41 479 252
456 112 455
346 95 343
224 13 976
222 528 556
573 125 836
303 806 737
397 555 737
152 88 965
745 181 214
308 558 497
759 325 44
635 730 496
216 410 478
583 40 97
775 324 162
75 90 47
382 513 188
654 371 411
215 289 634
879 218 950
609 57 670
185 5 920
556 131 10
12 115 475
209 757 338
753 237 952
827 259 205
429 384 300
875 590 618
604 514 181
793 825 970
567 321 521
145 703 898
497 486 803
103 302 987
164 875 898
847 500 291
44 602 838
763 769 403
827 169 660
735 562 612
45 844 40
212 121 799
848 113 928
122 170 942
300 681 605
834 407 228
92 366 391
410 442 880
859 430 772
643 422 550
210 578 252
107 576 942
155 53 182
306 15 255
577 590 520
6 164 782
675 276 688
28 833 263
92 136 730
859 720 532
729 388 921
34 284 711
405 96 559
891 516 738
830 705 180
776 234 13
793 474 307
86 126 570
615 74 316
403 605 46
56 395 354
295 526 221
726 237 806
190 662 983
349 837 620
337 507 871
522 883 907
641 152 313
443 835 90
889 613 851
672 475 353
435 528 529
829 156 394
792 503 409
284 58 264
694 220 76
701 373 841
783 303 865
423 156 576
865 470 99
546 671 76
684 274 519
220 485 624
280 621 984
599 755 373
848 242 630
891 201 923
304 53 315
490 885 232
859 895 109
253 25 571
693 803 947
585 154 36
25 550 478
279 810 687
319 241 122
32 748 776
728 862 36
57 227 874
31 364 263
410 681 323
369 342 567
320 859 896
878 618 423
801 540 467
593 464 907
759 213 705
898 666 457
559 728 724
884 793 707
591 255 226
698 91 925
365 720 840
581 859 379
298 420 46
847 446 609
657 578 17
264 80 538
861 120 636
288 689 473
496 630 121
816 894 212
574 832 568
818 497 306
115 336 506
269 385 366
660 437 228
598 701 251
873 714 319
872 638 412
767 807 504
857 893 42
746 641 267
561 375 262
538 544 309
672 814 358
778 851 883
829 855 335
4 54 902
740 309 112
463 488 788
66 213 894
149 125 549
221 67 194
205 598 738
465 468 975
186 450 926
322 823 827
862 12 143
45 887 514
780 844 956
884 528 985
747 17 524
855 327 398
897 637 800
160 470 124
468 514 97
638 842 982
227 585 577
714 646 267
390 545 820
631 808 727
166 525 195
796 613 336
431 31 531
517 682 830
632 147 503
725 839 278
749 9 6
229 815 93
861 845 404
84 440 208
896 727 644
311 205 544
115 275 902
98 869 111
541 605 368
39 184 427
730 518 514
402 414 139
723 699 913
631 202 306
575 804 955
306 551 520
897 242 7
811 28 886
761 196 373
514 267 645
48 389 90
230 355 645
695 78 777
833 515 797
770 404 294
209 528 291
588 186 690
413 319 321
696 427 246
679 346 786
684 850 591
542 596 400
393 704 13
282 153 179
341 657 34
473 424 57
38 635 358
589 390 756
776 135 885
195 271 939
210 43 816
704 51 134
547 803 667
675 633 958
755 805 914
721 291 58
889 367 304
737 462 211
232 224 979
74 791 536
367 426 353
772 452 726
34 896 637
213 202 57
263 375 882
66 81 190
701 565 46
677 679 865
131 89 34
650 334 619
186 183 941
112 422 848
499 284 254
707 517 414
770 848 754
276 262 604
159 448 640
557 727 555
494 613 665
411 267 392
10 2 580
595 751 465
590 160 127
415 155 475
663 415 636
633 237 868
321 514 84
214 429 789
455 551 609
335 34 304
528 385 683
395 139 496
258 307 926
759 212 742
82 550 242
449 82 68
891 822 724
725 396 133
560 191 731
581 187 95
260 522 205
62 257 172
379 527 703
858 370 59
589 574 672
645 153 488
128 660 509
236 722 528
42 51 80
533 255 661
56 179 228
464 322 669
226 220 144
885 494 912
860 665 996
639 381 989
323 77 493
497 328 530
249 674 700
692 587 759
220 284 992
53 525 258
10 240 199
115 17 657
876 298 42
831 553 856
840 609 360
520 572 544
795 508 92
26 289 674
824 568 972
323 411 917
631 426 219
727 186 116
221 746 189
294 160 894
447 525 553
284 540 53
64 374 179
234 38 959
892 501 326
589 628 905
447 202 972
472 359 740
549 251 764
585 662 78
614 419 249
674 213 622
291 826 211
631 138 248
781 454 468
850 251 594
575 324 492
893 262 374
327 725 797
207 694 741
691 114 828
47 50 994
22 726 750
337 738 233
230 263 529
430 848 536
30 183 292
424 508 679
72 23 521
841 815 413
10 524 405
479 234 630
450 123 698
254 161 791
566 326 408
853 187 529
27 568 333
206 394 531
861 250 663
556 599 95
55 620 233
63 49 390
276 388 62
384 750 849
446 629 197
821 827 105
117 254 986
803 408 970
214 133 809
112 290 967
788 456 74
378 217 9
301 891 585
763 305 711
634 552 431
644 722 837
681 825 762
679 557 809
53 149 399
870 693 699
540 586 902
809 357 591
309 604 357
602 118 596
281 367 174
239 287 901
197 600 644
49 826 167
889 461 19
81 849 275
742 469 860
710 193 378
6 752 363
534 788 645
547 671 138
292 127 52
734 151 746
62 853 757
860 712 190
583 710 465
736 60 433
591 456 363
788 708 553
599 386 611
870 812 585
625 741 607
551 409 502
668 312 731
560 427 969
334 392 827
545 261 186
544 348 573
576 484 841
129 443 827
682 59 93
663 534 485
43 881 565
185 659 678
594 289 103
753 561 377
303 875 539
638 504 416
610 787 160
252 584 258
405 836 410
725 422 294
751 385 343
831 454 751
627 84 36
827 577 928
99 288 654
678 240 694
744 92 189
385 432 65
860 334 595
190 422 268
870 411 458
480 526 323
725 511 330
741 866 630
715 385 908
91 387 333
767 862 68
55 183 26
297 100 866
57 488 520
255 9 303
731 418 443
621 197 750
672 657 54
60 696 933
574 694 613
234 369 717
167 697 866
844 136 706
267 253 846
218 41 559
744 766 729
872 70 119
89 66 588
306 439 542
396 243 807
43 188 289
146 123 901
480 375 35
686 322 413
328 231 252
214 15 675
572 156 94
355 195 383
899 646 569
68 632 237
558 647 752
363 40 604
516 608 865
292 572 956
881 70 812
412 652 919
285 599 338
683 560 700
279 154 391
790 388 485
550 266 601
504 392 508
263 88 868
316 686 502
250 804 650
306 383 162
535 703 224
704 760 861
87 206 283
711 828 35
649 304 106
14 837 779
474 562 471
864 620 280
777 711 160
177 97 289
720 280 144
428 452 266
739 620 69
390 852 61
716 688 661
768 655 613
146 527 962
459 578 233
505 738 650
774 369 929
377 758 676
559 806 412
238 301 859
701 499 824
730 683 673
294 55 701
658 165 198
757 688 197
124 408 725
120 461 14
452 810 35
231 154 842
343 800 278
823 415 199
325 387 168
419 54 788
696 158 754
61 140 595
271 451 31
8 51 42
845 327 712
769 175 661
811 125 433
491 38 670
614 450 840
626 386 872
868 857 500
419 393 490
669 409 983
775 570 267
284 687 953
280 799 624
196 373 271
743 894 287
253 732 488
405 722 733
184 554 510
34 117 112
828 4 897
570 761 747
363 383 709
207 429 666
123 408 663
491 867 76
603 617 572
300 835 559
47 324 968
821 287 396
716 608 466
108 578 187
107 490 30
540 266 986
269 687 856
142 245 792
840 377 50
222 451 945
726 467 736
785 742 1
479 466 490
87 472 834
551 598 241
224 859 510
378 169 402
713 632 677
747 44 694
100 314 732
828 501 199
411 684 946
293 484 714
780 632 293
389 429 834
814 550 212
744 873 93
678 888 98
717 746 799
737 900 14
153 486 572
345 467 736
598 105 566
329 512 721
488 81 862
299 825 567
366 137 476
323 202 257
682 787 398
276 56 761
845 824 600
156 615 592
859 125 507
288 528 172
825 458 191
676 714 152
132 869 447
634 201 778
802 668 845
268 397 497
791 750 481
857 67 139
396 707 727
745 390 663
860 554 90
251 835 361
777 257 429
575 623 128
5 382 137
824 689 904
59 107 686
282 575 603
556 85 192
450 128 858
248 451 680
511 466 379
408 745 188
661 124 416
429 458 523
815 741 9
250 249 905
267 193 803
404 43 748
113 278 821
840 111 388
469 774 736
611 769 787
458 339 604
893 888 121
94 497 914
168 314 74
280 306 810
181 360 263
374 652 325
345 7 756
300 185 938
8 545 442
323 481 872
839 25 455
577 253 825
55 678 818
444 726 381
369 848 952
45 810 701
610 438 990
586 475 195
829 537 855
806 772 356
753 175 642
439 166 278
537 326 412
874 36 691
416 896 670
558 890 502
244 699 36
570 143 377
525 565 609
426 772 711
162 179 178
704 403 280
288 248 954
473 423 747
747 695 173
493 50 361
560 162 10
610 337 102
630 522 317
36 341 478
258 858 104
280 662 27
229 762 912
483 713 175
232 478 812
176 536 354
443 572 479
899 540 381
485 528 363
89 674 174
581 466 496
406 166 448
42 153 350
417 545 814
302 175 562
794 408 209
682 262 652
448 720 293
466 668 40
369 687 249
279 454 609
732 388 633
290 113 18
303 145 97
190 205 873
607 42 522
31 174 719
300 740 52
108 47 744
155 309 586
417 359 271
19 321 849
888 735 418
474 134 478
344 54 513
491 470 76
257 562 136
221 802 715
758 614 93
401 85 336
63 19 689
188 644 838
353 649 951
95 796 380
67 371 189
698 3 400
726 325 772
782 37 829
842 632 703
541 459 717
869 773 464
789 678 843
185 438 150
866 415 563
311 748 154
826 460 278
341 140 409
57 899 300
613 413 503
257 849 332
750 788 399
623 336 188
720 221 315
738 85 94
351 771 167
337 629 644
807 770 318
649 262 219
900 801 936
195 682 169
51 560 122
527 852 310
557 170 255
747 193 334
816 331 258
442 227 576
760 612 266
880 615 457
191 108 804
414 140 590
523 615 832
68 541 956
140 898 240
56 890 62
83 195 610
660 151 227
93 58 25
275 435 881
86 56 841
818 5 704
389 363 77
728 512 146
259 117 454
402 280 729
97 73 983
90 267 114
477 326 43
382 147 350
661 338 322
446 704 548
84 422 1000
729 780 736
742 476 800
872 652 422
389 681 906
720 892 889
679 223 882
50 868 18
838 63 556
104 494 441
56 170 884
338 881 339
205 335 282
350 370 983
259 347 575
601 568 375
456 208 797
706 21 863
377 688 814
864 66 826
754 508 668
472 732 930
355 676 580
331 472 789
828 56 272
227 897 625
445 608 547
548 34 17
875 799 940
747 546 58
393 694 892
783 879 20
715 376 761
240 822 349
534 567 81
447 121 345
36 270 691
659 531 279
621 179 617
730 146 170
735 203 762
35 686 452
222 819 232
12 713 537
529 671 553
1 864 450
121 157 623
737 486 347
605 582 77
95 630 785
56 17 936
696 694 563
829 655 669
865 377 737
501 451 420
322 498 543
587 852 783
453 254 442
384 459 677
254 314 440
789 421 489
803 842 948
129 868 658
140 818 885
725 45 473
426 789 18
205 504 938
370 256 135
68 427 794
836 188 348
542 493 567
680 508 651
473 76 825
66 737 164
898 181 604
886 205 91
263 291 672
896 112 21
315 343 749
853 515 740
708 629 338
88 388 684
213 554 924
606 836 150
531 303 338
397 254 182
99 726 585
140 150 218
23 31 695
770 126 260
602 351 774
662 225 137
292 692 384
427 414 122
33 387 942
447 778 873
3 517 768
397 468 428
610 639 343
486 28 379
222 441 351
823 152 901
214 190 360
282 804 577
288 392 419
503 485 232
285 748 416
662 468 515
418 305 733
822 719 830
453 640 841
347 179 605
674 505 45
518 103 668
798 343 551
814 165 407
899 340 772
302 139 287
290 563 534
761 120 51
104 711 777
696 266 717
347 81 158
469 208 353
559 268 340
639 708 895
832 818 3
297 43 250
615 445 909
898 830 207
594 13 948
500 544 968
711 484 991
442 15 118
766 826 541
679 834 624
128 435 326
527 893 164
567 705 65
474 494 230
538 666 884
565 217 201
421 745 465
696 145 225
186 772 300
395 706 798
868 468 502
766 613 627
404 275 468
477 768 609
542 262 84
86 89 620
202 625 921
518 6 347
741 67 662
593 685 218
660 577 70
895 797 285
842 181 317
821 804 290
534 882 527
315 299 326
604 411 840
512 529 845
759 104 85
784 27 248
168 735 870
653 825 954
682 602 701
203 571 969
290 118 535
623 84 337
685 579 782
93 675 17
359 776 539
181 625 621
483 101 604
456 88 275
165 407 610
612 596 719
237 579 878
387 128 673
489 45 843
829 201 594
627 834 867
737 181 95
221 272 974
566 868 791
395 524 189
105 358 538
786 119 628
433 405 747
839 27 177
82 89 708
535 565 281
521 564 592
392 46 916
561 316 309
116 254 9
794 346 471
434 276 513
618 780 582
95 837 450
515 542 426
244 765 106
44 432 983
314 456 396
510 846 547
166 736 534
556 223 499
7 848 961
278 359 229
125 718 852
521 660 531
203 667 623
628 432 207
792 316 977
460 495 787
365 220 434
554 556 341
211 636 806
428 182 171
464 435 25
526 130 373
321 874 258
38 683 115
89 65 58
182 324 707
711 740 414
781 757 692
457 430 650
550 681 92
493 511 641
643 856 165
774 381 52
570 883 251
381 134 828
659 155 859
555 662 503
550 41 593
577 173 959
202 82 796
319 409 669
468 852 203
288 85 519
569 18 130
279 754 567
381 415 216
304 415 565
623 28 838
172 651 245
595 19 938
468 715 707
120 1 234
748 284 359
730 25 405
162 585 799
504 83 236
840 528 938
536 49 563
383 52 459
605 464 915
515 272 194
731 225 912
676 258 703
869 789 550
713 227 373
374 286 171
647 535 873
680 432 977
363 558 60
51 688 799
606 490 713
880 777 856
367 838 189
327 527 792
737 57 447
509 227 818
801 858 516
415 793 597
88 239 550
201 226 102
475 840 877
581 141 619
632 585 820
529 621 634
583 519 242
412 859 704
238 377 594
558 505 993
617 449 664
441 579 634
375 593 308
339 191 214
532 840 466
702 595 348
725 169 398
136 857 151
459 408 33
347 88 284
570 605 203
551 736 494
259 780 693
237 44 914
643 215 854
336 25 874
433 251 911
156 383 716
417 675 693
650 361 927
857 271 310
372 503 294
603 242 881
173 705 255
859 229 434
601 80 162
778 647 983
800 466 277
236 24 434
470 162 682
417 468 762
274 564 199
3 524 737
431 22 236
706 79 868
653 305 568
823 1810
270 823 987
80 431 683
214 446 877
691 137 306
421 503 115
99 309 139
589 317 321
771 182 872
656 818 335
376 114 837
710 4 214
387 279 775
227 753 709
206 501 167
671 288 537
66 136 126
573 658 736
756 611 599
409 775 394
730 426 821
60 111 302
711 595 475
393 33 356
770 331 150
607 81 980
272 99 149
28 355 691
681 302 176
101 146 734
476 165 44
108 797 41
706 308 313
636 126 667
624 417 377
530 650 976
519 797 206
521 395 671
82 147 709
376 528 106
190 601 694
274 673 109
55 198 606
632 618 723
522 58 474
392 384 779
167 727 948
685 646 479
241 817 87
197 358 709
589 646 752
816 393 916
552 75 800
361 658 524
641 587 673
128 200 253
117 563 68
451 429 734
751 236 187
51 452 962
98 52 544
622 663 563
729 377 423
510 604 248
658 426 66
821 387 455
52 746 314
19 808 365
735 458 735
557 211 141
141 570 80
171 183 527
77 341 174
264 286 357
368 820 678
666 434 215
323 585 864
217 581 217
244 698 411
164 384 238
280 548 474
199 32 372
66 418 317
685 591 948
816 538 110
362 626 741
351 540 375
33 401 27
661 437 587
314 758 520
139 4 397
199 437 893
496 621 250
801 303 557
177 89 370
182 389 367
585 723 751
397 486 756
777 46 902
278 339 809
139 797 651
387 538 757
14 416 211
163 387 977
514 120 201
87 772 892
64 284 696
479 309 902
156 578 51
280 757 866
49 740 499
462 74 672
551 110 103
144 81 470
423 190 217
530 391 956
765 309 869
571 376 488
312 393 665
21 671 712
178 815 454
619 61 248
657 617 888
680 249 493
597 229 504
17 592 352
654 642 98
546 527 377
426 789 706
682 398 914
220 277 965
776 475 254
815 707 920
299 790 283
591 144 686
453 653 136
416 130 671
155 208 810
361 546 643
599 25 732
76 353 794
65 39 639
20 805 556
91 260 86
674 807 759
236 152 617
484 364 310
730 137 97
318 798 918
751 245 891
546 138 953
443 257 502
146 294 959
97 637 618
81 91 347
112 320 932
4 127 75
572 717 687
753 804 536
413 725 452
726 496 489
76 326 565
707 754 496
446 656 40
776 371 712
247 594 294
807 677 17
724 198 888
395 572 227
755 417 818
44 666 857
645 506 593
733 542 764
798 261 373
552 821 492
377 659 605
197 4 384
26 587 418
458 139 68
76 686 243
123 460 381
643 52 308
707 208 26
766 248 506
569 381 91
546 538 720
807 223 553
340 784 983
261 589 183
745 674 346
390 674 216
441 623 48
213 668 607
736 460 400
136 710 833
770 556 696
559 665 901
101 803 38
505 676 227
124 292 725
761 142 901
245 549 918
320 777 426
332 468 960
58 144 441
433 428 519
93 565 465
234 467 279
693 761 988
661 49 909
78 13 639
155 465 353
417 737 642
776 594 848
100 320 876
480 460 238
811 681 299
35 775 890
124 801 664
184 91 484
811 14 551
449 149 533
63 740 250
43 346 77
119 346 637
742 254 548
819 142 880
359 456 961
381 612 322
1 622 831
425 109 563
736 353 932
453 729 487
80 671 583
296 349 675
20 388 345
627 647 660
415 195 106
61 209 558
31 681 495
26 322 904
129 689 512
189 361 482
680 555 729
86 197 820
482 24 654
162 434 927
90 687 609
438 819 413
224 512 325
603 575 996
55 371 323
608 317 321
118 415 486
585 54 248
250 520 115
717 579 760
84 278 131
278 55 156
473 568 660
800 27 627
640 809 984
210 471 935
255 478 744
656 584 607
57 437 889
666 276 11
714 139 554
728 749 97
164 490 51
509 180 297
687 44 674
199 122 519
346 133 90
421 436 781
497 17 372
11 73 944
542 727 726
775 332 153
541 576 786
57 259 876
299 760 234
641 648 451
373 102 984
126 811 851
151 514 862
304 372 524
377 799 362
340 337 802
476 641 72
636 697 815
624 130 43
493 291 533
556 316 515
634 242 244
344 733 521
66 209 489
143 404 744
259 582 294
803 86 185
484 561 713
302 436 782
701 268 73
229 718 922
779 559 812
705 703 323
319 89 382
449 292 770
409 615 167
44 258 815
159 616 942
478 569 463
597 33 29
702 714 586
378 360 989
410 138 117
807 62 56
459 66 940
484 404 260
30 504 798
31 817 126
415 379 47
315 224 24
382 173 189
247 476 266
428 381 544
711 319 559
370 499 741
275 297 684
121 204 670
640 338 798
443 627 451
667 440 376
617 704 662
631 610 213
573 377 988
598 321 405
17 420 59
680 649 676
781 424 838
377 300 961
629 310 362
17 19 152
618 265 488
691 320 850
761 384 811
337 163 535
36 445 411
178 302 361
363 785 392
430 126 879
660 334 75
638 119 538
427 50 358
470 131 598
280 36 277
467 501 439
582 550 780
507 672 245
294 447 9
164 158 485
153 108 205
83 350 495
800 73 424
255 96 683
170 11 56
543 456 249
741 465 810
372 696 134
537 393 875
49 47 486
224 57 860
344 734 62
181 77 777
76 118 935
598 452 318
341 311 78
57 377 41
142 13 827
596 451 71
576 100 308
447 713 877
781 594 577
374 250 632
86 625 795
3 427 346
804 517 301
733 561 150
670 742 361
785 199 301
239 214 590
128 419 409
671 210 295
150 446 846
720 247 809
759 805 110
817 178 171
698 244 663
41 727 666
349 645 101
539 99 13
38 372 338
211 371 539
665 280 59
40 252 461
523 497 709
647 146 649
315 777 275
218 682 515
297 333 920
351 2 69
128 217 808
68 781 631
122 487 651
257 238 3
189 789 43
313 214 596
51 163 854
756 96 837
704 274 583
748 710 844
473 292 723
124 240 85
258 186 729
401 185 487
792 347 170
387 648 347
177 697 951
641 721 537
732 414 770
567 475 276
711 116 945
444 387 347
388 249 147
198 157 542
659 42 472
797 234 429
419 822 277
624 491 482
401 425 79
705 444 355
94 480 541
113 222 405
678 316 782
306 60 421
323 579 575
327 578 227
290 211 549
278 710 859
809 56 560
434 595 375
238 344 631
822 319 743
387 291 254
811 231 896
564 482 657
611 750 249
494 471 417
182 530 269
266 756 254
108 331 704
156 772 357
745 738 766
23 205 468
337 680 528
224 214 900
178 10 276
412 404 859
790 96 772
808 369 992
93 123 996
706 51 780
771 657 321
259 454 300
748 718 423
179 117 827
782 653 380
689 163 377
3 428 121
613 646 346
579 37 924
668 633 178
602 39 340
311 550 129
375 573 671
815 331 737
404 46 504
343 417 171
535 515 34
235 269 989
492 748 467
34 134 13
301 207 814
765 476 74
61 650 843
43 71 873
32 116 752
280 720 954
468 456 910
672 345 729
23 262 370
133 783 259
686 282 208
484 34 843
573 410 558
799 539 338
86 586 466
176 704 819
629 692 169
164 426 879
328 719 638
315 565 954
771 514 251
36 252 731
84 600 753
601 275 864
100 354 584
501 366 28
46 772 21
279 710 910
525 685 803
262 550 538
564 597 703
514 701 139
670 5 90
777 756 464
348 614 836
710 231 597
201 661 548
286 620 730
717 189 131
260 84 910
226 686 800
727 381 25
14 206 655
736 678 801
698 822 343
314 468 82
215 466 4
635 779 496
150 657 89
764 487 398
609 637 540
227 699 341
811 131 280
625 482 286
60 603 817
460 804 319
49 775 116
193 428 73
804 201 90
95 334 657
131 815 904
738 41 336
81 132 127
186 359 820
558 399 705
411 534 700
506 417 854
358 331 599
242 818 981
76 432 354
227 191 894
607 27 43
328 241 578
196 17 163
583 742 896
257 696 195
459 442 335
394 703 460
146 17 245
349 207 684
156 727 898
405 445 62
243 334 827
483 314 174
618 372 815
208 635 602
612 190 225
530 78 207
719 51 667
638 311 311
233 153 166
448 123 308
687 737 989
158 522 895
345 520 679
396 280 465
735 656 4
187 757 633
747 145 151
573 289 504
288 396 335
803 79 473
613 661 228
583 286 866
124 26 706
317 667 687
370 78 699
449 744 577
296 402 883
491 360 606
382 403 972
67 56 930
688 755 812
680 10 153
52 527 862
729 571 795
45 369 348
453 199 981
301 730 757
170 464 762
301 179 461
169 382 977
51 366 133
609 53 131
336 691 329
314 162 370
54 325 149
394 345 359
637 39 487
329 81 284
24 105 42
215 311 570
741 442 979
610 91 364
711 463 914
789 142 892
27 363 90
84 776 164
685 677 703
106 431 58
794 644 81
29 661 558
803 115 437
155 691 533
821 460 476
148 641 681
205 703 511
463 507 536
262 522 973
643 394 420
420 348 473
374 643 997
148 462 898
538 672 268
