8444 28213
3353 3269 458
8092 4638 -20
6488 520 875
7613 4349 74
384 2489 -577
7059 6034 -39
4937 1564 937
6734 5400 49
161 3855 593
7638 5898 -38
5701 5203 417
1525 4056 -25
1714 1320 15
8429 5846 -809
7093 5346 233
5194 687 -515
195 3689 -777
4529 7619 363
4312 510 -594
1709 1215 853
6385 4654 460
2008 7975 480
384 2714 -244
6246 238 465
6686 3538 -343
7929 6050 786
4160 3815 686
2184 4415 -622
278 4991 71
3793 3013 -535
5879 8102 -415
716 135 -445
7777 4378 -192
4954 3783 -281
4751 2770 -171
3202 552 -275
8411 6836 -434
3007 456 320
7514 1782 444
239 1514 -297
7389 1536 -791
272 5459 -281
3578 877 -317
1887 2266 681
95 6088 585
256 6721 416
4870 5482 139
3038 5753 47
1828 6010 902
6099 4564 641
1414 8371 772
8105 1178 423
8324 7422 -100
6516 7380 7
8152 6839 928
3386 529 -773
2225 7012 -30
3564 258 -965
2233 6185 -745
1665 1251 -241
872 8262 600
2975 4357 715
8115 5451 -285
7830 5714 259
7625 2519 -604
5103 7376 -150
2 1704 -294
1696 2636 -427
2877 2701 -59
1123 2520 742
3691 4073 110
2399 1466 -749
5664 4810 -395
3369 322 768
2571 2789 -159
2195 2316 10
2163 4860 916
2268 8179 104
5940 6387 827
3863 5281 409
3398 3320 -451
3608 4852 -398
2496 2122 -153
7476 7074 962
7580 3648 177
3461 5515 -86
2847 6696 -758
3575 888 -721
7710 7497 -449
5253 1382 -477
2200 7768 99
4733 1356 773
7323 3247 884
1644 1209 -325
7214 5341 837
5989 7571 753
8121 3221 -535
3171 4168 702
8303 5803 -615
4659 875 -149
1666 2874 -184
524 3852 -370
3164 5568 -229
7592 2775 742
4281 2586 317
173 3958 -674
5287 8280 -497
6558 4150 765
5026 8365 723
4969 3021 821
6629 6587 994
5783 2336 3
5935 5680 392
212 4202 -784
4090 4253 56
2427 2887 -777
3433 6816 2
5888 3140 -322
3642 3254 469
6284 4130 348
429 8135 367
1311 2065 -77
3409 1466 -674
2988 5963 35
4139 1227 -611
3504 5609 627
4026 3134 236
2371 3139 518
1953 1800 -174
6449 4854 -202
2747 4981 821
4491 6670 -800
1634 3674 50
681 60 -578
1575 353 426
7546 925 -428
645 325 951
6837 7618 811
4401 8257 -883
8308 5139 -401
3779 1285 172
8367 3955 -143
6100 3255 325
1578 1280 45
2394 4042 -951
5055 1994 -210
3051 5524 498
2850 4241 -568
1312 1093 -492
340 7854 -398
2779 290 978
6329 1227 730
28 139 575
6350 7878 -899
3888 3026 668
6383 918 -450
7483 2041 -66
717 1970 -870
8372 1082 912
1329 8083 -473
4331 1303 721
4612 3963 -522
1139 8308 -846
4158 4565 -307
2827 4246 652
2945 1845 -947
8089 1898 843
844 5082 77
4084 5276 474
1315 6265 771
5517 5598 -635
4096 505 -596
3381 3355 -600
5509 1984 -135
4503 7918 841
5353 386 -114
4600 6771 -797
1731 7085 -892
4293 2430 -870
4992 1438 796
7403 2921 -319
3348 1900 -300
3056 1162 549
2021 1889 -206
2156 6892 313
1519 7609 -747
2954 3666 44
4488 1574 -649
7393 6263 75
759 1588 579
8387 2436 -805
5345 4942 253
6877 4497 -440
4246 3217 589
7310 5581 -521
8423 7888 860
6694 7779 623
8233 57 -799
3800 6370 87
4528 8325 -15
5702 5285 988
5046 4247 224
4568 1940 363
828 6704 -387
5714 295 76
2583 6364 398
6060 7493 749
1649 3736 -306
4578 1213 -230
6299 4194 -420
2735 3173 479
8224 985 -952
7172 901 -563
4492 2302 -587
4112 234 666
4285 6983 773
3934 341 886
8233 5050 484
4166 4665 275
7259 1746 808
8264 6225 -311
236 5975 -763
8369 1353 165
5101 1323 613
1600 4639 910
1910 5272 -399
7560 8443 -903
2601 1016 -917
5542 616 407
2706 7909 -18
522 5684 -357
3076 3716 839
2155 2870 966
4840 7959 893
8033 7725 -180
4087 4380 944
6163 414 806
3295 2066 -19
4372 4506 176
3609 4613 -649
296 7906 -477
4512 6157 -136
8252 4567 -903
439 4639 -871
2418 4607 -653
4205 2919 -714
957 3843 -614
298 1774 -518
4384 3084 387
4830 3448 -130
1497 5370 -398
4449 1957 505
4789 3273 -547
3647 615 -476
1001 3667 -301
2303 485 -235
8101 3246 -16
3265 7917 705
4780 8232 616
1679 7319 -179
4772 4167 -12
3750 2116 154
7740 7809 915
5027 5608 436
1323 89 542
7851 3257 -688
8313 2959 543
3512 6461 443
327 2649 -416
4023 2010 714
4544 6881 237
6006 431 -103
2886 4469 -550
970 1655 25
460 3419 445
7170 8221 -805
6526 5496 553
8286 6604 -398
4620 3634 -446
5089 4751 -91
2107 4287 463
5112 5173 -923
779 8147 -479
4455 7012 718
8253 5889 -867
2839 7778 -47
5025 2375 -749
7543 8043 -380
4121 4490 -615
779 652 528
8097 1143 232
833 7103 -423
747 6634 -556
176 3725 -252
4417 7202 107
6788 2717 121
442 3352 629
3874 2316 -674
4813 4928 563
7569 7435 207
7147 2238 945
50 5155 -302
2339 418 -553
8287 5660 -709
4240 4080 712
3189 8262 -643
2574 7302 797
5498 6663 -573
6191 8297 -912
351 4185 -720
4482 1057 459
8037 2587 65
1883 6187 -940
5571 1106 888
4634 4275 22
6380 2739 822
3796 2669 -762
1997 6220 -442
4000 3667 471
307 4466 -663
7498 7136 903
6543 1567 441
1605 4469 -803
3406 8101 -907
7382 1618 899
308 8207 855
2551 2521 72
4188 1268 808
135 7643 608
6159 1740 272
7786 629 -275
188 4798 133
4978 3663 785
828 1227 2
4975 5164 -870
8269 8399 -968
3581 7629 303
1343 2318 -484
7626 2889 -578
3421 3080 -837
7759 6499 455
6222 6291 -215
907 5301 -677
5128 6631 -735
7076 6211 -728
5457 5418 115
4265 492 378
1367 2552 244
3481 5148 258
3307 6334 -288
3765 5800 -820
4644 4553 374
6919 7516 254
2520 2112 764
2121 2231 50
3190 175 -234
5609 517 450
226 5164 143
4287 4733 -531
7314 295 -568
8127 250 233
1144 6162 93
5727 5568 -105
1993 6481 734
3439 5410 75
6416 7444 -688
4368 6369 849
6341 4425 129
3755 1832 -998
1095 1386 -699
7397 6457 42
4400 7571 991
189 2712 -41
8129 4150 173
7891 5116 -655
4816 7905 49
4877 7731 156
718 7961 -515
1613 5449 523
3875 6987 -49
3900 1055 585
704 6709 -228
4692 2740 696
6089 2186 -284
8074 5534 -645
2024 3654 -698
5562 963 893
8086 6423 -545
5299 5978 -110
7084 2856 -404
3430 5319 650
913 2620 -913
1657 7004 -933
7600 2328 729
2098 946 274
555 6193 -330
7127 6519 742
4213 3270 -462
3587 8318 953
1815 3783 647
2283 7599 -151
3555 5708 -888
258 2147 -388
5154 8379 723
3732 2102 -380
595 6324 965
6090 7598 183
2254 3745 -377
4327 3973 406
6113 8295 75
1531 8294 76
3941 5382 174
5439 4136 -403
6946 1106 -691
3229 159 852
3112 3494 -523
773 7933 -459
4787 2013 355
335 4022 -533
2313 2018 494
2525 1528 -601
4924 5103 751
5888 6412 -889
5564 5694 -97
7527 5261 -109
6120 169 -341
2030 2713 -978
5034 6876 98
6826 2832 -87
877 1337 -64
5874 3834 -248
2665 6484 740
8064 4855 -209
92 1989 -960
758 3549 -223
1041 6931 -759
1321 5167 154
2576 1007 994
7108 3783 -853
5890 1313 944
7966 1593 169
945 6652 75
2503 7032 845
3119 837 -536
7694 2395 851
7124 3012 -567
8109 820 -878
1207 6968 308
8255 7213 -49
4097 7667 -392
43 3231 763
1350 2722 899
4695 6248 -939
3004 7114 557
672 3662 336
2948 3853 177
1921 1833 -618
5987 5380 -774
2822 2156 884
1135 4549 -629
7787 784 -411
5176 6152 215
5625 4439 -951
8349 899 762
5751 843 723
1618 6964 466
3441 4539 889
7738 1490 657
7396 197 -466
1270 384 -347
420 480 -393
4652 3042 184
6379 7673 872
2757 6860 742
5148 2477 842
2465 283 -553
2486 1084 -578
4106 699 853
2030 3918 39
5493 7900 441
6776 5359 -843
886 6361 -156
154 6981 482
3779 5740 -31
6910 5724 915
1665 7434 -178
3092 142 224
172 1713 -791
5012 6686 -288
1478 1630 66
3776 7512 -215
4920 6870 -905
1243 4071 -31
744 6174 -458
6764 25 -590
3270 6498 -269
5125 6999 796
1432 5332 -409
7727 3253 584
1485 4117 -612
1538 335 259
2319 2693 805
7561 1542 -15
3859 6364 -269
2762 1482 -337
3660 5101 -809
1358 19 371
3211 8252 -965
316 8158 -203
7361 1036 -99
8359 7266 433
6538 2742 497
3034 892 -452
5821 1740 -514
1541 63 -257
4267 4127 952
7577 1587 -499
777 1099 -82
5179 1521 -953
299 5091 296
7176 7118 208
8174 4207 -706
3191 6903 121
346 8249 187
4644 4106 -284
7628 3858 889
3777 4867 -963
8297 69 957
2693 1752 -413
3067 7026 463
7899 2461 819
46 2400 409
5028 3855 28
1118 3764 307
2941 1354 -472
125 3002 750
4030 5910 749
4403 6468 108
2583 513 527
3069 2052 542
3965 721 858
827 167 664
912 4202 651
7851 3940 600
5235 3401 -651
7000 3729 -125
5641 5222 -875
2121 3332 -515
3659 3928 -505
445 7111 -625
7042 2489 31
6886 1510 382
3368 8094 117
5871 6208 125
909 3265 141
1984 5080 680
925 2212 223
4625 2346 659
6789 2626 171
4149 3218 280
5172 5628 431
7994 3072 -239
5402 663 -329
5705 6024 961
420 6817 -637
6999 5665 -399
2251 5039 10
372 7347 985
2941 2833 -904
1457 5234 -594
5975 6047 -244
3847 1784 -291
424 1362 -222
5407 3930 389
7556 4592 -257
4181 1544 460
7897 818 -25
911 4029 -478
4534 923 394
4116 2984 788
1315 2402 -540
6271 4058 579
336 5850 58
2804 4141 801
7817 5695 -522
1818 3188 -749
1748 1511 -907
5389 4852 830
904 7173 -443
1745 6440 -147
6765 2005 777
235 4631 519
8290 7940 -24
2292 8137 458
889 573 534
7533 5144 -456
3332 7514 193
3171 8434 138
5640 5788 -794
2249 5580 -823
3049 4973 -320
45 2854 243
2153 234 513
5049 6438 -972
2254 142 195
5641 5549 -784
3719 3558 647
4285 2769 -266
1990 2587 292
3918 5410 -548
5029 2593 -381
1127 162 -698
6869 265 -994
2704 4124 -734
3131 4843 -101
3496 5139 902
1509 6481 -667
2403 1864 -935
541 2886 398
6936 6979 319
7162 3610 -135
583 836 -389
6156 2273 148
4107 728 87
323 5327 -9
3766 3477 -545
3010 132 401
7105 1873 -42
2545 4775 -565
7269 1760 282
3764 4114 647
6630 3609 907
5325 2438 -202
3226 7534 372
7484 4260 401
1782 1168 191
6216 4580 -86
6811 7645 756
5536 2943 163
1799 573 604
6594 1786 137
2850 4684 -217
286 1086 -682
5670 6183 -706
6152 3109 423
3514 8031 -536
1739 7151 -233
6413 6652 -613
8332 4150 -903
5925 1439 562
6471 2579 513
1729 7194 -76
5040 2249 -771
1446 597 -781
152 123 672
756 2613 615
7692 3782 140
7893 7899 -617
4726 2237 -599
4141 5467 213
3652 7498 -170
5293 7671 -33
1402 6021 759
4659 7136 -864
2614 7610 128
2703 3994 -691
6481 7499 238
8097 2840 -433
799 6030 271
1228 109 -992
7758 1972 -42
5336 7689 5
6563 3636 -448
2427 8319 -440
4506 7119 -433
3030 2969 286
3589 6311 802
568 1126 -566
5699 6832 -579
1982 7963 -687
4002 6119 175
5349 5598 -386
6778 6082 660
638 2456 -500
6401 7243 675
1862 5433 456
2476 8218 -367
4126 3529 886
2719 88 286
4807 5114 0
7992 218 -121
953 2449 -686
3528 6714 -403
3518 1716 -98
5161 5136 688
5351 6484 -952
5175 952 314
2264 2477 472
173 4106 824
4627 5678 -851
1564 2751 -481
2847 1816 936
2094 359 735
2256 5148 657
2413 1763 -165
7327 3707 996
4672 6666 234
8146 5510 -242
503 6300 55
7779 2043 -987
3683 2547 -286
4607 6118 698
5348 3044 468
3638 1830 -749
95 8416 -362
3853 3379 242
3351 4407 -578
2337 2087 391
174 6237 548
5509 7280 537
2983 8261 307
1600 492 -431
7408 7761 353
2505 59 -979
5636 5134 385
3599 6470 -787
6930 6125 596
7821 3543 -429
2520 5364 656
6171 2926 -848
1800 6296 295
4726 8372 -543
1057 218 643
5992 3136 -408
4790 5269 416
6781 5465 -647
7223 5754 -988
3224 3808 -770
2613 256 -480
4457 1689 107
1869 4912 247
2157 1111 -675
5191 6738 849
4661 5867 -187
4455 4411 -864
1165 670 -557
2758 5211 646
8291 5108 -977
6786 4135 -145
3447 4993 655
4096 1452 -611
6940 1136 -129
7948 5320 986
6902 3590 526
4912 328 365
1749 4319 -593
6239 2334 -326
7022 6218 658
4527 7150 988
6326 4484 864
7182 6427 476
4387 1616 24
5619 791 838
2692 2563 -626
3753 5730 480
6458 2984 -549
2686 494 649
1649 3205 179
2480 6696 -502
7560 115 -546
6238 5676 178
7918 2473 -290
7909 5791 -899
1620 5477 -15
1238 6219 985
473 8160 -573
4223 3819 278
2103 8271 387
5369 2437 789
1038 81 149
8377 822 -735
6069 3592 290
5600 7962 946
4580 5944 -6
7840 5817 -730
6368 442 -343
7066 5139 463
4644 852 -211
5336 6140 724
1235 4230 -651
4878 597 343
5761 1294 766
4158 7820 -345
3677 1959 -951
1411 5573 -918
7003 38 -799
5640 2330 290
5999 3643 264
7740 5154 -562
5859 5965 -502
2475 5843 417
5725 2244 984
260 1775 551
5309 6610 418
3530 2236 -27
1934 789 -1
6755 4545 80
7589 1108 768
3126 4756 -248
1289 7967 -998
7608 975 -431
2470 1717 675
1663 7823 -133
1052 7693 185
4656 963 458
327 4579 -718
4895 7536 371
2994 6228 -835
412 3148 628
873 7118 -948
4465 7207 270
6227 6773 -739
6326 540 998
4172 1891 -922
4937 3879 622
2594 8302 -245
6237 1787 590
4614 8195 -230
7141 7375 704
2415 2310 828
6765 4033 811
3903 3969 -41
6419 7278 -267
6519 104 269
5898 5650 867
3509 6059 631
5085 5296 648
8218 4258 880
6511 7356 685
3593 421 598
8077 467 730
2354 3439 806
4937 2529 -214
2125 6924 -955
3033 4809 628
3505 1912 -69
8275 7834 -476
1553 5792 523
3274 359 595
3932 3314 -154
4991 1071 656
1091 2414 98
1560 7270 502
5930 7907 0
1453 6527 -620
6248 4485 118
2739 2946 -677
5003 4561 192
5474 2527 -76
7616 1480 828
2955 6169 -764
4087 2903 212
1255 5222 129
8114 2302 358
4648 1833 991
3187 7980 306
1826 5506 328
4919 3574 741
1095 8375 -160
4005 4090 998
2148 2619 30
4213 5518 -458
8075 1667 899
5202 3383 -32
61 124 -384
2371 7405 -697
4445 2973 314
3530 8370 801
8012 6205 -819
7663 5642 476
3601 86 -997
4685 6736 786
2920 4115 -989
6121 3423 -640
7037 5730 -718
336 7458 600
493 6977 -212
1130 6141 -569
8125 3024 -649
6254 7125 -266
2412 7388 -399
1646 3781 -161
7637 4914 -438
1251 6048 399
4061 4014 -202
804 4749 330
6696 6797 636
7909 49 -103
1705 8114 -16
6984 2837 803
1687 4821 -798
2842 5932 106
2486 5541 331
2829 1648 -143
6164 7940 -229
4209 5848 822
3929 19 341
3855 2929 -699
2958 3819 -62
439 145 -690
5995 8391 -866
6406 5090 -883
6688 912 993
2069 3533 -110
3776 7598 690
5001 5535 88
4847 677 871
6191 4128 -565
610 1901 861
2106 7627 97
7965 5091 334
6016 5957 -923
4400 4011 924
3160 4355 803
3510 6873 148
2325 1231 -909
7053 6145 511
281 6497 265
7997 1510 421
3590 3558 862
5031 5358 896
6085 3381 715
4372 6407 347
1271 478 802
5407 812 -567
7971 3909 -839
3699 4547 -128
2356 8403 -932
2852 3735 777
4990 2422 435
1907 2437 359
5531 3154 321
8221 6456 -877
3835 5278 -772
4725 4535 210
2394 6256 257
2636 667 607
3176 4311 210
1858 7980 -179
7604 8379 -159
4978 7646 -115
480 2175 -138
6062 5287 -63
3745 6078 337
3245 7599 -412
4723 4075 784
3737 7501 -598
985 6873 -244
2153 6130 570
7837 4341 95
3756 6691 132
7615 8167 448
1583 4185 -938
2456 3352 -878
7032 1805 -354
7150 7132 61
11 715 45
6923 7213 338
6635 2637 -569
1042 4171 54
7556 1933 -375
3030 179 144
7593 5529 781
1189 5039 236
7889 2774 -215
7193 8195 377
2838 4141 539
8229 4466 271
6484 6425 482
6850 757 0
2818 47 -577
585 7490 166
8316 2710 14
7199 4191 -463
6521 3987 -289
8351 7523 555
5181 740 24
8345 5915 -320
7866 6243 545
614 3068 943
213 2443 -566
2401 1475 -998
210 3579 -802
6356 3440 -253
1588 4244 -312
3877 1501 -164
7018 1778 64
3309 8157 385
1599 250 553
5224 5846 539
7464 2060 -342
6909 6566 560
3456 6163 -312
2142 2886 -653
2224 4357 -821
1555 3301 176
3348 6911 -651
4624 7216 695
2565 2900 797
5578 2337 -805
7167 5399 -518
3303 2665 -998
259 7633 849
3456 2543 21
1372 6154 42
4410 5555 -65
6350 5365 -335
3605 6167 739
1096 2809 -423
2239 821 425
4284 4660 -64
6467 6094 46
4013 3857 665
585 6720 950
1493 2166 -971
6055 2638 27
3292 7745 -748
3102 2392 186
98 2227 993
7705 6048 348
3821 2802 -836
7375 422 504
2025 3066 -481
5347 5839 -591
5489 7763 296
515 2501 -473
1979 2165 -638
1856 7023 -973
6508 4043 -345
4272 5119 3
5064 1843 644
2756 7764 875
1233 1279 -540
5575 6870 -850
8239 3144 -788
6441 2048 158
4962 7193 222
2157 1162 281
1430 660 239
8041 3560 -652
4139 3502 28
5881 7890 845
1731 3455 -922
3802 6570 82
6616 2031 553
5544 3466 -948
1580 3573 671
2232 7824 398
126 2797 -509
188 7883 -339
7422 5387 358
2942 4010 482
2934 7723 -660
491 525 760
3490 490 778
1695 254 -899
4339 6076 -298
7640 6006 958
976 972 -12
6431 7548 50
7978 7753 -898
5553 8095 642
5155 7603 334
2163 2653 742
2753 6230 545
8213 7 526
4426 2138 -748
3702 2752 -412
8360 1828 -920
2494 769 -147
5565 8145 -234
7248 5550 -922
7292 4655 616
5621 7814 -826
60 2346 -569
5343 5183 575
1255 7270 510
7198 7886 -343
1668 2650 -578
4401 4710 -838
561 266 -846
286 5806 124
5486 8227 76
1658 6516 -565
8289 2663 -704
1847 4737 166
6353 6940 815
1076 6890 -742
1481 3188 -824
5831 7030 275
1445 3913 133
1339 3050 68
5092 7271 431
8164 5961 -219
5199 1236 878
8411 84 -534
2180 2356 850
1858 5728 836
7072 6464 -414
4581 6027 -478
6004 2018 757
6 940 -896
1155 1594 -154
5650 1268 -95
7695 6428 -207
5188 7617 820
7267 5595 -610
15 8102 -504
7821 5464 -459
6180 3134 395
1447 7734 258
4794 7210 624
1860 4504 633
188 4708 341
4867 4196 -269
648 108 94
6174 8260 225
5422 2701 -478
4362 6273 926
2824 3371 332
1512 274 -217
2458 2706 -93
5121 2074 -18
1798 6464 -862
5535 8246 -464
1416 1949 -923
8403 7575 -363
4156 3960 -636
2212 4964 -895
53 1233 252
2157 614 -91
2056 7773 852
6146 7298 220
2104 1331 647
7949 6965 65
2067 8027 -881
3046 2655 863
6134 6722 -235
7713 8040 766
7928 4070 280
745 6564 898
8000 7416 -339
5668 7534 -525
6693 284 -623
7043 6086 -737
1559 5963 -14
7491 2510 -97
7002 709 621
6099 5302 -629
6677 2967 -933
1457 7755 -60
1712 7630 -796
3544 3984 -163
7395 8377 894
2464 1630 773
2700 4546 -762
2177 4760 -649
8001 2352 -346
7475 330 -509
2999 6950 652
4109 6480 816
1240 2288 963
4583 1919 -102
6350 6565 410
3008 3934 -300
5744 2918 882
4647 8036 691
2164 6923 -596
7793 6898 -369
4449 980 -614
826 390 766
6034 4863 -780
5069 3299 -135
5986 499 -368
453 643 194
7263 845 -408
2437 5114 -998
4976 7605 771
64 2690 943
4844 1275 708
1040 753 696
3148 2909 661
2840 7641 -716
3715 6453 842
3209 7564 -194
6870 2831 440
5675 1133 793
2946 4821 519
5562 3876 -203
5563 6783 453
1530 123 -638
4837 1764 132
2086 2606 932
1390 5915 -394
6195 47 -537
7059 3454 -129
4623 3328 -71
4526 2426 405
4789 6590 40
7096 7262 -398
5090 519 163
2504 7428 593
7476 3160 -501
8189 172 70
1371 8313 -602
2686 8091 319
5561 8077 -120
8088 3921 812
7057 7045 -978
3634 3533 -305
4835 4711 587
7356 7969 -529
7519 5405 -822
7040 3921 397
2232 836 -438
3447 2383 -114
5212 2333 288
5007 2607 -891
6452 6595 -201
7251 68 -180
3076 1659 -925
6070 544 178
6512 2569 616
2285 146 -54
6986 2682 -375
6536 1358 -678
2371 4142 -796
3694 6060 -475
2832 925 -398
3008 4346 316
7774 7119 -392
86 7705 -169
5435 80 889
2349 73 76
3907 7602 645
3908 5351 -463
4292 2747 -609
7216 182 287
910 5314 217
5746 5773 345
1583 1017 -516
5937 2552 622
5317 1668 841
937 8130 -440
2800 1453 705
8250 5428 -418
1943 5700 -600
3833 4996 406
2794 5865 50
1461 3009 287
7444 6591 -518
6081 3629 -668
5171 565 -373
2432 1970 30
8018 1708 -963
5040 3949 405
5834 7767 -983
6186 7662 370
7324 5981 -52
7619 6047 -345
2371 4030 431
3251 3253 71
8374 4872 -808
40 7945 13
500 6731 -438
4855 951 683
1530 4558 201
3778 6788 -335
7125 4468 349
4820 8009 910
2920 3532 735
7666 3265 -222
5723 8325 831
2009 2046 375
7775 5487 32
1785 8186 -883
1575 7281 -593
1157 4808 -119
5439 5610 180
3093 2407 -496
6931 6242 224
2934 3539 486
1277 3748 144
1967 3460 324
6136 4038 12
5400 4329 -664
7468 613 669
5427 3330 131
2915 5522 959
4110 599 -704
145 4012 692
6543 4788 -91
4473 818 860
3172 2763 947
3980 1162 -914
2465 1956 -978
7003 2197 578
627 2872 -543
366 726 -952
1078 6136 -675
1861 3701 576
3631 5413 2
818 4988 170
7522 3290 -29
5018 2568 435
2178 706 446
1110 3283 329
6916 5227 755
3518 1899 -484
6928 287 -899
6217 6550 -735
8259 4831 268
762 1322 -234
7801 1824 -599
2363 6029 609
7329 6965 -966
6823 2560 585
391 641 133
3739 8347 455
7481 6762 -980
4349 7182 -69
2829 5804 768
4336 1424 -243
5938 2915 -895
6161 6257 157
6687 7805 807
5943 7664 214
3360 588 98
6841 1704 -678
4403 456 -365
4295 7265 264
7842 2185 -554
3176 1415 776
3356 5922 -393
6919 2627 -200
662 2789 87
7856 7520 -247
5618 3470 -532
6249 5266 90
297 695 -452
5541 3580 690
8146 7864 -86
2548 7666 -148
3751 946 139
5980 5186 -761
8392 3663 200
7609 562 128
7407 1864 -376
2412 1901 8
6044 7335 -955
4923 1847 511
4139 4529 -622
2849 3825 -715
852 3431 -160
4104 3825 -726
6133 7093 -155
6128 5775 228
1241 4532 831
6181 6781 158
2286 6731 -780
600 3842 -725
4814 139 -292
7176 873 -385
144 997 -257
2845 7182 -106
6706 3179 -474
5012 1 4
2245 1341 629
4027 1355 -718
7245 7498 469
6215 80 369
5761 2037 -983
3008 6572 -280
3601 937 495
5310 2168 970
6059 2239 415
5170 4945 -410
3126 4831 -464
7334 6369 979
1953 8012 785
2364 206 -263
935 1939 -885
5960 4895 570
8127 295 -710
1718 4627 936
3326 3528 455
1445 604 -112
7962 7985 -590
6084 7272 -215
1110 4810 -856
3641 3250 -29
2465 4815 -107
7753 7089 -701
5927 6514 -681
1948 4724 290
1900 7091 77
6253 510 -490
1648 856 -421
4051 7947 146
4304 1037 -979
660 505 -901
62 7077 807
5788 2018 -961
569 8149 565
7180 2738 -664
178 1369 -806
5032 5578 -822
5997 6425 -305
3201 5754 -992
1110 3115 -898
6591 2242 -596
5159 1935 -640
5242 8139 288
1405 6370 799
8153 2869 543
737 6092 103
3977 4338 504
6575 8299 -263
1513 7346 26
1082 4992 -979
452 2078 -759
5076 5102 -860
6865 3561 264
3074 2684 470
3486 3270 -307
6408 6591 -94
473 154 -637
7305 2813 433
7498 1288 776
844 3080 -955
5406 7814 -312
2475 5073 -242
7024 6471 -272
3003 4869 -892
3784 7189 445
7350 2820 316
4701 3428 -520
5177 3894 660
2855 1005 -831
6669 4830 774
3073 6099 355
4881 6396 -481
1812 7252 680
1380 1233 205
792 6456 -213
4305 258 -461
534 5876 -225
4279 6303 416
8092 6484 126
7042 4810 -962
7795 4980 310
3191 8229 -180
1991 7215 796
156 708 98
2639 5582 541
4154 2719 -629
2355 1138 125
4438 5167 -336
2061 983 109
5181 5417 -222
6212 1366 -492
5706 1948 -475
5401 3238 -740
2502 4389 117
7209 4188 439
2508 7285 203
5158 3441 156
4283 5258 -17
2342 1902 513
282 8371 187
7016 1803 -420
5488 982 861
2888 3867 -634
6627 3006 -467
7464 7344 -859
4843 7394 663
8410 3636 67
3840 31 825
867 1524 -817
4559 6814 -797
5805 2025 -320
7623 1827 -495
93 218 -254
2657 6045 16
4541 3738 198
4154 6220 527
4328 2882 389
194 7469 151
4065 497 341
6066 4646 193
5794 3228 -836
4007 59 -404
5186 4575 359
8336 7054 244
3316 4982 204
8190 138 304
5541 8184 -549
2001 6884 -846
3475 6301 854
6373 6530 -528
8190 3588 688
476 5315 -39
1928 4371 301
6340 4865 30
4792 1056 655
173 8319 -776
586 2521 -396
1625 7349 -636
6660 6880 -724
7052 5338 151
4507 979 -525
7873 5703 -842
7527 3375 549
1712 315 448
8080 5700 -996
5392 608 328
8257 4629 -592
5681 2084 154
169 2656 805
6638 5985 758
6763 7951 -679
2775 6498 -147
2770 3464 -459
2325 4462 68
3871 1045 771
988 1908 150
8440 6854 -936
6560 5259 -586
8203 1721 -529
3588 4693 -89
973 5958 73
6149 4110 -151
6334 6841 930
3630 6809 145
8348 3860 -98
2625 4474 623
650 934 -534
4271 6897 654
4436 5491 -579
4398 2333 569
1887 1604 878
1857 1190 -817
6429 1208 -165
3875 5296 951
5417 8291 -86
546 1091 387
7655 2990 -725
2483 2860 -398
3369 4625 -275
1911 4584 -555
3812 7164 364
4169 6699 417
4273 7288 -277
7033 2887 956
5271 2311 -134
4296 2188 497
1651 3829 -392
5137 3384 -684
504 5361 -451
3019 1080 484
3178 4897 549
2190 2281 -878
4193 4563 521
8210 595 -440
4433 3406 707
6303 1574 -918
3182 3897 -100
5653 7452 647
1648 3627 676
117 5501 -579
2809 6981 -123
4858 6092 -898
6361 5931 -954
6643 6703 857
2846 6977 592
2934 1877 -978
4797 7903 155
5357 114 477
561 2283 903
4703 2539 -555
6243 3963 -322
3502 5985 50
7343 7123 -583
1424 2105 451
7119 4668 199
2159 7852 -557
7987 6976 576
6635 1981 557
2708 1847 -805
3415 7367 3
2027 7063 -328
3989 6415 445
380 5214 313
935 8336 -572
4750 2054 -310
825 7472 178
6760 2675 -409
5179 6709 -178
1308 4004 -854
4107 4675 -341
649 5433 -542
280 4674 -467
1327 2443 101
5857 8230 -166
1598 174 512
3705 5667 -291
1180 1319 -554
7006 2054 773
7162 6587 -572
2571 4974 107
5395 5581 603
7208 4909 372
1543 3261 914
6525 3305 321
3534 5540 599
7255 1715 753
1560 1760 25
7126 3164 840
6469 5664 -925
5450 1539 -968
5842 7759 313
5840 7657 -66
7732 7502 -427
7110 7783 -261
2185 7428 -338
2179 8156 440
3562 4816 -370
1270 7135 377
3472 8086 -796
5476 7987 497
5766 3640 -659
3159 4655 -295
5131 7691 126
7815 4141 -764
497 6548 99
1096 2190 422
3119 2211 279
272 3243 -805
5403 305 -725
6975 8121 -142
5301 2627 157
2463 903 772
4076 266 958
5266 1973 369
529 6784 278
4348 57 73
3222 745 28
1541 8251 -354
3364 3023 -448
4406 4745 405
1719 3565 972
5403 4330 -760
1199 7039 722
3369 6130 -62
630 6004 -408
3991 5242 -722
777 2724 929
7912 2410 -73
798 5672 522
6145 5777 31
5842 6713 -275
7204 5595 95
4208 5773 -906
5906 6716 -689
1113 2046 -554
5058 5280 -898
5517 3792 -380
3016 8008 354
5849 7877 -713
7164 7476 419
7843 3640 331
1177 6175 950
6749 2630 115
5556 7651 -124
4613 6900 743
8191 6749 -780
6425 2172 532
8141 3558 -512
394 4381 -71
6570 3792 -797
4536 7223 -213
8421 4860 -115
2728 5204 -867
